Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP0,pass_1/3,PPA,CrsPA,Prog,Matches
1518,Solly March\Solly-March,eng ENG,FWMF,Brighton,eng Premier League,24,1994,27.4,21.8,33.7,64.6,412.8,116.5,0.51,2.59,19.7,16.5,21.6,76.4,4.78,9.53,50.2,0.18,0.15,0.04,1.39,1.28,1.24,0.73,3.14,Matches
1519,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4.0,19.5,28.0,69.6,725.3,523.5,0.50,0.50,100.0,6.25,6.25,100.0,12.8,21.3,60.0,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,Matches
1520,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31.0,53.0,61.1,86.7,1069.3,398.2,0.16,0.74,21.7,39.8,43.6,91.4,13.0,16.8,77.5,0.00,0.01,-0.01,0.19,4.58,0.26,0.00,4.03,Matches
1521,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,29,1989,26.9,38.4,50.0,76.7,676.7,250.9,0.41,2.12,19.3,31.9,37.7,84.6,6.06,10.2,59.3,0.07,0.09,-0.02,0.89,2.45,1.08,0.56,6.36,Matches
1522,Georg Margreitter\Georg-Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,22.9,43.5,52.8,82.4,1049.4,373.1,0.26,0.70,37.5,26.9,29.2,92.2,16.3,22.9,71.2,0.00,0.01,-0.01,0.17,3.36,0.31,0.09,4.24,Matches
1523,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,21,1997,0.8,43.8,48.8,89.7,808.8,120.0,0.00,1.25,0.0,32.5,36.3,89.7,11.3,11.3,100.0,0.00,0.00,0.00,0.00,7.50,0.00,0.00,1.25,Matches
1524,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,19.7,30.3,37.4,81.0,707.5,253.9,0.15,0.36,42.9,18.6,20.8,89.5,11.5,16.2,70.9,0.00,0.02,-0.02,0.10,2.18,0.25,0.00,1.68,Matches
1525,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,24,1993,5.0,14.4,19.0,75.8,210.8,36.6,0.40,0.80,50.0,11.6,15.4,75.3,2.40,2.80,85.7,0.00,0.14,-0.14,1.00,0.60,0.60,0.00,1.40,Matches
1526,Mariano\Mariano,do DOM,FW,Lyon,fr Ligue 1,24,1993,1.6,14.4,18.8,76.7,201.9,22.5,0.63,1.88,33.3,12.5,15.0,83.3,1.25,1.88,66.7,0.00,0.00,0.00,0.63,0.63,0.63,0.00,0.63,Matches
1527,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,21.4,34.4,41.1,83.7,741.2,273.8,0.28,0.56,50.0,23.0,25.3,90.9,11.1,15.2,73.0,0.00,0.03,-0.03,0.23,2.20,0.14,0.05,2.06,Matches
1528,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,26,1991,20.0,34.6,44.0,78.8,641.7,150.4,0.60,1.65,36.4,27.3,32.3,84.5,6.80,10.1,67.3,0.05,0.03,0.02,0.75,3.55,0.55,0.05,4.00,Matches
1529,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,21,1997,3.2,24.7,34.7,71.2,411.9,246.9,0.31,0.94,33.3,20.9,25.3,82.7,3.44,8.44,40.7,0.00,0.00,0.00,0.00,1.88,0.00,0.00,3.13,Matches
1530,João Mário\Joao-Mario,pt POR,MFFW,Inter,it Serie A,25,1993,12.0,51.3,61.9,82.8,839.2,196.8,0.83,1.75,47.6,43.4,49.8,87.1,7.00,10.3,67.7,0.17,0.17,0.00,1.67,4.08,2.00,0.67,5.83,Matches
1531,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,24,1994,22.3,23.6,30.4,77.6,552.3,219.6,0.22,0.63,35.7,14.2,16.3,86.8,9.24,13.5,68.4,0.09,0.03,0.06,0.13,1.30,0.00,0.00,2.29,Matches
1532,Lazar Marković\Lazar-Markovic,rs SRB,FW,Fulham,eng Premier League,24,1994,0.5,58.0,60.0,96.7,776.0,194.0,2.00,4.00,50.0,52.0,52.0,100.0,4.00,4.00,100.0,0.00,0.00,0.00,2.00,4.00,2.00,0.00,4.00,Matches
1533,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,16.8,59.1,63.7,92.8,1172.9,440.6,0.24,0.71,33.3,44.8,47.2,95.0,14.0,15.8,89.1,0.00,0.00,0.00,0.12,3.93,0.24,0.06,4.11,Matches
1534,Marquinhos\Marquinhos,br BRA,DFMF,Paris S-G,fr Ligue 1,24,1994,29.9,70.0,75.7,92.4,1427.0,468.4,0.47,0.70,66.7,51.4,54.2,94.8,18.2,20.8,87.3,0.07,0.06,0.01,0.30,5.82,0.37,0.00,4.92,Matches
1535,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,27,1991,21.0,12.8,18.3,69.6,203.9,37.3,0.29,1.29,22.2,10.4,13.5,76.8,2.10,3.52,59.5,0.00,0.04,-0.04,0.62,1.10,0.52,0.05,1.33,Matches
1536,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,18.0,31.9,41.8,76.5,439.8,124.9,0.67,2.44,27.3,29.0,35.4,81.9,2.28,3.94,57.7,0.11,0.14,-0.03,1.83,1.94,1.67,0.22,4.61,Matches
1537,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,21,1997,32.0,40.6,54.4,74.5,711.4,254.3,0.66,1.69,38.9,32.3,37.5,86.2,7.63,15.3,49.9,0.09,0.16,-0.06,1.88,2.16,1.25,0.66,5.97,Matches
1538,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,22.9,58.3,66.7,87.3,1111.6,275.4,0.74,1.62,45.9,44.5,49.1,90.7,13.0,16.0,81.2,0.04,0.08,-0.03,0.96,5.24,0.79,0.17,5.72,Matches
1539,Marvin Martin\Marvin-Martin,fr FRA,MFFW,Reims,fr Ligue 1,30,1988,6.9,34.9,48.8,71.5,637.0,148.1,0.43,0.72,60.0,26.5,32.3,82.1,7.97,15.8,50.5,0.14,0.14,0.00,1.45,2.46,1.45,0.14,4.49,Matches
1540,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,27,1991,32.2,34.6,43.6,79.3,852.9,282.1,0.09,0.43,21.4,20.7,23.1,89.3,13.8,20.0,69.0,0.00,0.02,-0.02,0.16,2.86,0.19,0.00,3.45,Matches
1541,Javi Martínez\Javi-Martinez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,14.5,55.4,62.8,88.1,981.7,235.4,0.90,1.72,52.0,44.1,47.8,92.4,10.3,13.3,77.7,0.00,0.02,-0.02,0.34,4.76,0.34,0.00,4.41,Matches
1542,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,20,1997,14.9,11.9,17.0,70.1,186.0,48.8,1.41,2.21,63.6,8.52,11.5,74.3,2.01,3.36,60.0,0.13,0.14,-0.01,1.21,1.14,0.87,0.20,1.88,Matches
1543,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,31.3,42.9,51.1,84.0,989.1,330.7,0.54,1.21,44.7,27.1,29.3,92.7,15.2,20.6,74.0,0.03,0.01,0.02,0.13,4.06,0.19,0.03,4.31,Matches
1544,Gelson Martins\Gelson-Martins,pt POR,FW,Atlético Madrid,es La Liga,23,1995,2.5,20.8,28.0,74.3,300.0,107.6,0.00,1.20,0.0,19.6,24.4,80.3,1.20,2.40,50.0,0.00,0.04,-0.04,0.80,2.00,1.60,0.00,3.60,Matches
1545,Gelson Martins\Gelson-Martins,pt POR,FWMF,Monaco,fr Ligue 1,23,1995,15.4,25.3,34.5,73.3,379.7,107.2,0.58,2.08,28.1,21.9,27.5,79.7,2.86,5.00,57.1,0.13,0.10,0.03,1.04,1.62,1.43,0.58,3.83,Matches
1546,Adam Marušić\Adam-Marusic,me MNE,DFMF,Lazio,it Serie A,25,1992,23.5,34.2,41.8,81.8,584.8,199.4,0.51,1.79,28.6,28.4,32.0,88.7,5.23,7.96,65.8,0.04,0.07,-0.03,0.98,1.57,0.98,0.47,5.11,Matches
1547,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,11.0,36.5,44.5,81.8,760.7,140.6,0.27,0.64,42.9,26.1,29.7,87.8,10.1,14.2,71.2,0.18,0.02,0.16,0.45,3.82,0.36,0.00,3.91,Matches
1548,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,20.4,55.0,62.6,87.9,1123.4,384.6,0.44,0.98,45.0,41.2,44.3,93.1,13.4,17.4,77.1,0.10,0.05,0.05,0.34,4.22,0.39,0.00,4.46,Matches
1549,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,24,1994,11.2,38.9,50.4,77.2,694.2,308.5,0.63,2.14,29.2,31.2,36.9,84.5,7.14,11.4,62.5,0.09,0.04,0.05,0.18,2.68,0.36,0.18,5.98,Matches
1550,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35.0,17.0,32.7,51.9,681.2,517.2,0.00,0.06,0.0,5.66,5.71,99.0,11.3,26.9,42.0,0.00,0.00,-0.00,0.06,0.49,0.00,0.00,0.03,Matches
1551,Han-Noah Massengo\Han-Noah-Massengo,fr FRA,FWMF,Monaco,fr Ligue 1,17,2001,0.7,25.7,30.0,85.7,390.0,120.0,1.43,1.43,100.0,21.4,25.7,83.3,2.86,2.86,100.0,0.00,0.00,0.00,0.00,4.29,2.86,1.43,2.86,Matches
1552,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,19.5,45.0,56.0,80.4,783.9,321.9,0.72,1.95,36.8,36.5,41.1,88.7,7.85,12.9,60.7,0.05,0.08,-0.03,0.77,3.33,0.67,0.31,4.67,Matches
1553,Jaime Mata\Jaime-Mata,es ESP,FWMF,Getafe,es La Liga,29,1988,27.0,15.7,25.6,61.4,252.3,58.5,0.63,2.37,26.6,12.8,18.8,68.0,2.30,4.44,51.7,0.22,0.11,0.11,0.63,1.19,0.70,0.22,2.30,Matches
1554,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,30,1988,14.3,43.2,53.6,80.7,768.0,189.1,0.70,1.61,43.5,33.8,38.0,89.0,8.74,14.0,62.5,0.14,0.20,-0.06,2.03,4.34,1.75,0.42,5.87,Matches
1555,Luca Matarese\Luca-Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,0.2,15.0,20.0,75.0,215.0,0.00,0.00,0.00,,15.0,15.0,100.0,0.00,5.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1556,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,27.6,11.9,17.2,69.2,171.1,30.2,0.36,1.09,33.3,10.4,13.8,75.3,1.16,2.32,50.0,0.07,0.09,-0.01,0.91,0.87,0.43,0.07,1.30,Matches
1557,Christian Mathenia\Christian-Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,21.5,26.4,41.7,63.3,949.4,660.3,0.00,0.05,0.0,10.7,10.9,98.3,15.7,30.7,51.0,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,Matches
1558,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,27.1,58.3,66.3,87.9,1113.3,289.3,0.85,1.55,54.8,43.5,47.9,91.0,13.9,16.9,82.1,0.00,0.03,-0.03,0.52,6.38,0.77,0.15,5.61,Matches
1559,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,17.1,67.7,77.2,87.7,1470.1,439.2,0.29,0.70,41.7,46.1,49.8,92.7,21.3,26.7,79.6,0.00,0.01,-0.01,0.12,4.97,0.29,0.00,3.51,Matches
1560,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,17,2000,2.1,12.9,17.1,75.0,189.0,75.7,0.00,0.48,0.0,11.9,14.8,80.6,0.95,1.90,50.0,0.00,0.14,-0.14,1.43,0.48,2.38,0.95,2.86,Matches
1561,Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,6.7,18.4,23.7,77.4,240.3,40.1,0.30,1.19,25.0,17.0,19.7,86.4,1.04,2.84,36.8,0.00,0.06,-0.06,1.19,1.04,0.30,0.00,0.75,Matches
1562,Federico Mattiello\Federico-Mattiello,it ITA,MFDF,Bologna,it Serie A,23,1995,14.8,31.4,43.0,73.0,574.3,223.7,0.47,1.96,24.1,24.7,29.4,84.1,6.22,11.7,53.2,0.07,0.13,-0.06,1.35,2.57,1.49,1.35,6.62,Matches
1563,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,26.9,40.8,47.1,86.7,708.3,181.7,0.37,1.15,32.3,33.2,36.8,90.0,7.29,9.11,80.0,0.07,0.05,0.02,0.86,4.28,0.41,0.07,3.57,Matches
1564,José Mauri\Jose-Mauri,it ITA,MF,Milan,it Serie A,22,1996,2.3,38.3,43.9,87.1,617.0,134.3,0.00,0.43,0.0,33.9,37.0,91.8,4.35,6.52,66.7,0.00,0.09,-0.09,0.87,3.91,0.87,0.00,2.17,Matches
1565,Stephy Mavididi\Stephy-Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,0.2,20.0,30.0,66.7,255.0,0.00,0.00,5.00,0.0,20.0,25.0,80.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1566,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,1.6,78.1,83.1,94.0,1670.0,351.9,1.25,1.88,66.7,55.0,57.5,95.7,21.9,23.8,92.1,0.00,0.19,-0.19,0.63,7.50,0.00,0.00,5.00,Matches
1567,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,12.6,31.5,38.7,81.5,711.9,233.7,0.16,0.48,33.3,20.9,23.1,90.4,10.5,15.1,69.5,0.00,0.00,0.00,0.08,1.51,0.00,0.00,2.30,Matches
1568,Philipp Max\Philipp-Max,de GER,DFMF,Augsburg,de Bundesliga,24,1993,28.5,30.4,44.8,67.8,603.7,289.1,0.39,1.30,29.7,22.6,27.2,83.0,7.47,16.4,45.7,0.07,0.18,-0.11,2.18,1.96,1.72,0.88,8.42,Matches
1569,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,29,1989,8.9,21.0,25.8,81.3,291.0,57.5,0.90,1.91,47.1,18.7,22.0,84.7,1.46,1.91,76.5,0.00,0.04,-0.04,0.67,1.12,1.01,0.11,2.58,Matches
1570,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,28,1990,6.4,46.4,59.1,78.6,822.8,209.7,0.78,1.72,45.5,36.1,42.2,85.6,9.53,15.2,62.9,0.00,0.22,-0.22,2.34,3.44,1.88,0.31,7.66,Matches
1571,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,21,1997,18.0,18.2,21.9,83.0,273.7,51.7,0.50,1.11,45.0,15.4,17.9,86.0,2.28,2.89,78.8,0.11,0.17,-0.06,1.17,0.89,0.72,0.11,1.83,Matches
1572,Róbert Mazáň\Robert-Mazan,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1.0,45.0,55.0,81.8,690.0,268.0,0.00,1.00,0.0,42.0,48.0,87.5,3.00,6.00,50.0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,Matches
1573,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MFFW,Genoa,it Serie A,22,1995,3.6,48.3,62.2,77.7,956.9,286.1,0.28,0.56,50.0,36.7,43.9,83.5,11.4,17.8,64.1,0.00,0.03,-0.03,0.83,5.56,0.56,0.28,5.83,Matches
1574,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,19,1998,26.0,24.5,31.7,77.4,366.0,87.5,0.54,1.50,35.9,21.3,26.6,80.2,2.65,3.58,74.2,0.27,0.22,0.05,1.69,1.81,1.85,0.31,3.27,Matches
1575,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,22.3,34.4,45.2,76.2,628.4,326.5,0.31,1.17,26.9,28.1,33.1,84.8,6.05,10.9,55.3,0.00,0.01,-0.01,0.22,2.78,0.31,0.18,6.01,Matches
1576,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2.0,59.0,64.5,91.5,1129.5,385.5,0.00,0.50,0.0,46.5,50.5,92.1,12.5,13.5,92.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,Matches
1577,Nolan Mbemba\Nolan-Mbemba,fr FRA,MFDF,Reims,fr Ligue 1,23,1995,4.0,45.0,55.3,81.4,822.0,217.8,0.50,1.75,28.6,35.0,41.5,84.3,9.50,12.0,79.2,0.00,0.00,0.00,0.25,4.25,0.50,0.00,5.25,Matches
1578,Adama Mbengue\Adama-Mbengue,sn SEN,DF,Caen,fr Ligue 1,24,1993,8.2,28.0,44.4,63.2,604.8,324.8,0.24,1.46,16.7,19.1,24.6,77.7,8.66,18.3,47.3,0.00,0.04,-0.04,0.24,2.32,1.10,0.37,6.59,Matches
1579,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Huddersfield,eng Premier League,22,1996,11.0,17.1,25.6,66.7,281.4,77.2,0.18,1.27,14.3,14.2,18.8,75.4,2.73,5.55,49.2,0.09,0.07,0.02,0.64,0.82,0.64,0.45,1.91,Matches
1580,Stéphane Mbia\Stephane-Mbia,cm CMR,DFMF,Toulouse,fr Ligue 1,32,1986,5.0,34.2,38.6,88.6,608.2,172.4,0.40,0.60,66.7,28.0,30.2,92.7,5.80,7.80,74.4,0.00,0.00,0.00,0.20,1.40,0.00,0.00,1.60,Matches
1581,Kara Mbodji\Kara-Mbodji,sn SEN,DF,Nantes,fr Ligue 1,28,1989,5.6,28.0,36.1,77.7,616.4,220.4,0.00,1.07,0.0,19.8,23.6,84.1,8.21,11.4,71.9,0.00,0.00,0.00,0.00,2.14,0.00,0.00,1.96,Matches
1582,Jordi Mboula\Jordi-Mboula,es ESP,FW,Monaco,fr Ligue 1,19,1999,3.1,14.5,27.4,52.9,256.5,57.1,0.00,1.94,0.0,12.3,19.0,64.4,2.26,6.45,35.0,0.00,0.03,-0.03,0.65,0.32,0.97,0.65,1.29,Matches
1583,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,30,1987,34.0,33.9,42.8,79.2,605.2,154.3,0.47,1.59,29.6,26.9,31.4,85.8,6.47,9.82,65.9,0.18,0.11,0.07,0.88,3.12,0.50,0.06,2.97,Matches
1584,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,28,1989,25.0,12.7,25.5,49.9,494.5,360.4,0.00,0.08,0.0,4.84,4.88,99.2,7.88,20.5,38.4,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,Matches
1585,James McCarthy\James-McCarthy,ie IRL,MF,Everton,eng Premier League,27,1990,0.2,35.0,40.0,87.5,535.0,55.0,5.00,10.0,50.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,Matches
1586,Kevin McDonald\Kevin-McDonald,sco SCO,MF,Fulham,eng Premier League,29,1988,9.3,52.0,61.0,85.4,990.1,257.4,0.65,0.97,66.7,39.1,43.0,91.0,12.3,17.0,72.2,0.00,0.01,-0.01,0.32,4.95,0.00,0.00,3.76,Matches
1587,Levan Mchedlidze\Levan-Mchedlidze,ge GEO,FWDF,Empoli,it Serie A,28,1990,2.3,13.0,18.7,69.8,212.2,36.5,0.43,0.87,50.0,10.0,13.9,71.9,2.61,3.91,66.7,0.43,0.04,0.39,1.30,1.74,0.00,0.00,0.87,Matches
1588,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,19,1998,19.4,24.8,36.3,68.3,466.0,132.6,0.52,1.29,40.0,19.0,25.2,75.3,5.31,9.79,54.2,0.21,0.08,0.12,0.93,1.55,0.67,0.05,3.51,Matches
1589,Dwight McNeil\Dwight-McNeil,eng ENG,MFFW,Burnley,eng Premier League,18,1999,17.7,21.6,33.0,65.6,394.0,127.2,0.45,2.32,19.5,17.1,21.4,80.2,4.07,9.32,43.6,0.28,0.20,0.08,1.53,1.41,1.13,0.79,3.90,Matches
1590,Scott McTominay\Scott-McTominay,sco SCO,MFDF,Manchester Utd,eng Premier League,21,1996,9.6,40.3,47.4,85.1,722.6,204.2,0.52,0.94,55.6,32.5,35.9,90.4,7.29,10.5,69.3,0.00,0.00,0.00,0.10,3.44,0.10,0.00,2.92,Matches
1591,Iuri Medeiros\Iuri-Medeiros,pt POR,MFFW,Genoa,it Serie A,24,1994,1.2,30.8,39.2,78.7,629.2,158.3,0.00,1.67,0.0,22.5,24.2,93.1,8.33,13.3,62.5,0.00,0.08,-0.08,1.67,2.50,0.83,0.00,4.17,Matches
1592,Nicky Medja\Nicky-Medja,ch SUI,MF,Fiorentina,it Serie A,18,2000,0.5,10.0,20.0,50.0,158.0,16.0,0.00,2.00,0.0,10.0,18.0,55.6,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1593,Álvaro Medrán\Alvaro-Medran,es ESP,MF,Rayo Vallecano,es La Liga,24,1994,12.8,49.3,61.0,80.8,946.6,287.1,0.94,1.88,50.0,37.1,41.2,90.1,11.3,18.0,62.6,0.00,0.10,-0.10,2.19,5.55,0.39,0.08,5.94,Matches
1594,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,28,1989,38.0,29.4,39.1,75.4,719.4,284.5,0.16,0.66,24.0,17.5,20.7,84.6,11.8,17.7,66.5,0.05,0.03,0.02,0.24,3.21,0.13,0.03,2.61,Matches
1595,Riccardo Meggiorini\Riccardo-Meggiorini,it ITA,FW,Chievo,it Serie A,32,1985,17.2,15.6,24.8,62.8,234.2,44.4,0.52,1.63,32.1,13.3,19.2,69.1,1.80,4.01,44.9,0.06,0.03,0.02,0.58,0.87,0.47,0.23,1.40,Matches
1596,Admir Mehmedi\Admir-Mehmedi,ch SUI,FWMF,Wolfsburg,de Bundesliga,27,1991,18.8,29.9,41.9,71.5,512.6,148.2,0.64,2.23,28.6,24.4,30.3,80.5,4.89,9.31,52.6,0.27,0.21,0.05,1.91,1.54,1.49,0.37,4.68,Matches
1597,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,24,1994,29.5,33.2,39.6,83.7,604.0,148.9,0.88,1.86,47.3,25.7,29.6,86.8,6.54,8.10,80.8,0.14,0.09,0.05,1.12,3.32,0.71,0.17,4.07,Matches
1598,Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,fr Ligue 1,21,1997,3.6,28.9,38.3,75.4,459.7,135.0,0.56,2.50,22.2,23.6,29.2,81.0,4.72,6.67,70.8,0.28,0.06,0.22,1.11,2.78,1.11,0.28,3.89,Matches
1599,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,20,1997,22.2,34.2,40.3,84.9,563.2,131.1,0.77,1.94,39.5,28.0,31.0,90.3,5.45,7.34,74.2,0.23,0.15,0.08,1.49,2.88,2.25,0.14,4.41,Matches
1600,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Huesca,es La Liga,24,1994,14.9,41.8,47.9,87.3,704.2,175.0,0.47,1.14,41.2,34.3,38.1,90.1,7.05,8.72,80.8,0.07,0.07,-0.01,1.41,4.50,0.40,0.00,4.30,Matches
1601,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,21,1996,15.9,76.2,81.9,93.0,1362.0,295.7,1.26,1.89,66.7,59.2,62.1,95.2,15.7,17.9,88.0,0.06,0.11,-0.05,1.07,8.74,0.50,0.00,5.22,Matches
1602,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,27,1990,29.6,36.8,44.7,82.5,881.0,326.4,0.24,0.64,36.8,22.5,24.9,90.2,14.1,19.1,73.9,0.00,0.01,-0.01,0.37,3.38,0.27,0.07,3.18,Matches
1603,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lille,fr Ligue 1,26,1992,34.2,51.9,63.4,81.9,1000.3,315.4,0.56,1.08,51.4,39.5,43.6,90.6,11.9,18.7,63.3,0.15,0.13,0.02,1.70,6.75,0.56,0.09,7.75,Matches
1604,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,21,1997,26.1,35.2,46.9,75.0,600.4,169.4,1.11,2.26,49.2,27.5,32.0,85.8,6.59,12.6,52.3,0.27,0.13,0.14,1.65,2.87,1.11,0.23,4.60,Matches
1605,Nathaniel Mendez-Laing\Nathaniel-Mendez-Laing,eng ENG,MFFW,Cardiff City,eng Premier League,26,1992,10.9,15.9,26.1,60.9,245.1,106.1,0.28,2.75,10.0,13.1,18.5,70.8,2.48,4.77,51.9,0.09,0.13,-0.04,1.83,1.38,0.92,0.55,3.39,Matches
1606,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,26,1992,20.9,24.5,34.2,71.8,409.6,139.3,0.38,1.63,23.5,19.8,24.1,82.3,4.35,8.47,51.4,0.10,0.10,0.00,1.29,2.20,1.39,0.43,5.07,Matches
1607,Alexandre Mendy\Alexandre-Mendy,fr FRA,FW,Guingamp,fr Ligue 1,24,1994,8.5,10.9,14.6,75.0,152.0,19.8,0.35,1.18,30.0,9.76,12.1,80.6,0.82,1.29,63.6,0.00,0.06,-0.06,0.82,0.59,0.12,0.00,0.71,Matches
1608,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,24,1994,10.0,66.8,79.1,84.5,1196.2,386.1,0.50,1.30,38.5,55.9,61.5,90.9,10.4,16.3,63.8,0.50,0.15,0.35,1.20,5.40,2.70,1.10,11.3,Matches
1609,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38.0,18.5,29.7,62.3,735.2,505.1,0.00,0.00,,5.66,5.71,99.1,12.9,24.0,53.6,0.00,0.00,0.00,0.03,0.84,0.03,0.03,0.11,Matches
1610,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Lyon,fr Ligue 1,23,1995,28.1,58.4,69.8,83.7,1048.3,308.3,0.53,2.35,22.7,46.6,52.7,88.4,11.3,14.8,76.4,0.04,0.11,-0.08,1.35,4.56,1.10,0.39,6.69,Matches
1611,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,eng Premier League,26,1992,23.2,41.8,47.7,87.6,732.9,165.0,0.52,1.21,42.9,33.8,37.0,91.3,7.50,9.48,79.1,0.00,0.01,-0.01,0.26,4.09,0.22,0.13,3.45,Matches
