Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP0,pass_1/3,PPA,CrsPA,Prog,Matches
1612,Hamza Mendyl\Hamza-Mendyl,ma MAR,DFMF,Schalke 04,de Bundesliga,20,1997,6.0,29.7,42.3,70.1,551.3,154.7,0.50,2.00,25.0,21.8,27.2,80.4,7.33,13.2,55.7,0.00,0.03,-0.03,0.17,2.00,0.50,0.17,2.67,Matches
1613,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,eng Premier League,20,1997,9.4,34.5,41.6,82.9,729.8,236.7,0.21,0.53,40.0,23.0,26.0,88.5,11.3,15.1,74.6,0.11,0.00,0.11,0.00,1.81,0.00,0.00,2.34,Matches
1614,Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,Sevilla,es La Liga,31,1987,19.3,32.9,39.6,83.1,631.7,224.8,0.36,0.98,36.8,25.8,27.8,92.7,6.79,10.8,62.7,0.05,0.00,0.05,0.00,1.92,0.21,0.00,2.33,Matches
1615,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,21,1997,12.8,20.6,27.7,74.6,568.5,291.0,0.08,0.08,100.0,10.5,10.5,99.3,10.1,17.0,59.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1616,Mehdi Merghem\Mehdi-Merghem,fr FRA,FWMF,Guingamp,fr Ligue 1,21,1997,8.0,26.3,37.3,70.5,498.4,137.9,0.25,1.38,18.2,19.6,24.8,79.3,6.38,11.1,57.3,0.13,0.01,0.11,0.13,2.75,0.75,0.38,3.50,Matches
1617,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,22,1996,22.8,38.7,48.8,79.3,724.9,212.1,0.79,1.62,48.6,29.7,35.2,84.4,8.25,12.0,68.6,0.13,0.08,0.05,0.66,4.87,0.92,0.31,5.44,Matches
1618,Sabin Merino\Sabin-Merino,es ESP,FWMF,Leganés,es La Liga,26,1992,3.3,20.3,27.0,75.3,272.1,51.8,1.52,3.33,45.5,17.3,20.9,82.6,1.52,2.73,55.6,0.00,0.03,-0.03,0.91,0.61,0.61,0.00,1.52,Matches
1619,Martín Merquelanz\Martin-Merquelanz,es ESP,MF,Real Sociedad,es La Liga,23,1995,0.1,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1620,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,31,1987,25.0,27.1,36.2,74.9,435.0,110.0,0.52,1.40,37.1,22.8,28.0,81.5,3.76,6.80,55.3,0.44,0.30,0.14,2.56,2.24,1.64,0.32,4.28,Matches
1621,Roque Mesa\Roque-Mesa,es ESP,MF,Sevilla,es La Liga,29,1989,19.4,42.7,50.2,85.1,743.8,179.0,0.77,2.01,38.5,34.3,37.7,91.0,7.58,10.4,72.8,0.10,0.07,0.04,0.82,3.87,1.29,0.52,4.54,Matches
1622,Lionel Messi\Lionel-Messi,ar ARG,FW,Barcelona,es La Liga,31,1987,30.1,50.6,64.4,78.6,885.4,303.4,0.70,2.49,28.0,40.3,46.8,86.2,9.60,15.1,63.4,0.43,0.45,-0.02,3.02,5.95,4.68,0.33,10.5,Matches
1623,Romain Métanire\Romain-Metanire,mg MAD,DF,Reims,fr Ligue 1,28,1990,3.5,23.1,34.9,66.4,480.6,225.1,0.57,1.71,33.3,16.0,21.7,73.7,6.57,11.4,57.5,0.00,0.00,0.00,0.29,2.00,0.00,0.00,5.43,Matches
1624,Thomas Meunier\Thomas-Meunier,be BEL,DFMF,Paris S-G,fr Ligue 1,26,1991,17.9,46.0,55.0,83.7,819.9,246.4,0.22,0.67,33.3,38.3,43.2,88.5,7.54,11.1,67.8,0.17,0.18,-0.01,1.12,3.30,1.34,0.39,6.26,Matches
1625,Mexer\Mexer,mz MOZ,DF,Rennes,fr Ligue 1,29,1988,27.4,40.8,45.7,89.3,960.9,249.1,0.18,0.55,33.3,24.3,25.7,94.3,16.4,19.4,84.2,0.00,0.00,-0.00,0.18,0.84,0.00,0.00,1.06,Matches
1626,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,eng Premier League,22,1995,15.7,36.1,44.4,81.2,538.4,137.2,0.70,1.97,35.5,31.7,36.6,86.6,3.63,5.80,62.6,0.13,0.08,0.04,1.46,2.87,0.83,0.13,3.57,Matches
1627,Matt Miazga\Matt-Miazga,us USA,DF,Nantes,fr Ligue 1,23,1995,8.0,43.1,53.8,80.2,921.9,348.6,0.63,1.63,38.5,27.9,32.4,86.1,14.6,19.8,74.1,0.00,0.04,-0.04,0.13,3.88,0.00,0.00,3.25,Matches
1628,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,30,1988,28.4,49.4,61.0,81.0,1022.6,274.9,0.92,1.87,49.1,34.6,38.9,88.9,13.9,20.2,68.6,0.07,0.13,-0.06,1.83,4.51,0.46,0.11,7.39,Matches
1629,Clément Michelin\Clement-Michelin,fr FRA,DF,Toulouse,fr Ligue 1,21,1997,1.0,27.0,44.0,61.4,643.0,381.0,0.00,0.00,,16.0,25.0,64.0,11.0,19.0,57.9,0.00,0.00,0.00,0.00,3.00,0.00,0.00,10.0,Matches
1630,Petar Mićin\Petar-Micin,rs SRB,MF,Udinese,it Serie A,19,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1631,Miguel\Miguel,es ESP,MF,Valladolid,es La Liga,18,1999,0.1,50.0,70.0,71.4,530.0,20.0,0.00,0.00,,50.0,70.0,71.4,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1632,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,21,1996,12.4,30.7,40.2,76.4,625.8,233.6,0.16,1.21,13.3,22.3,26.3,84.7,8.31,12.7,65.2,0.08,0.06,0.02,0.73,1.21,0.40,0.16,3.39,Matches
1633,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,20,1997,33.4,43.8,54.5,80.3,934.2,303.6,0.18,0.90,20.0,30.9,36.3,85.0,12.7,17.3,73.7,0.00,0.01,-0.01,0.15,3.17,0.27,0.03,4.82,Matches
1634,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Napoli,it Serie A,24,1994,26.6,18.9,22.8,82.7,290.4,40.5,0.90,1.35,66.7,15.6,18.8,83.2,2.33,2.67,87.3,0.11,0.11,0.00,1.24,0.83,0.86,0.08,1.54,Matches
1635,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,23,1995,26.6,43.2,55.4,78.0,785.9,219.7,0.64,2.26,28.3,33.5,40.5,82.7,9.06,12.7,71.5,0.11,0.15,-0.03,1.65,4.92,1.92,0.23,6.43,Matches
1636,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,SPAL,it Serie A,21,1997,1.8,26.1,41.1,63.5,766.7,508.3,0.56,0.56,100.0,13.3,13.3,100.0,12.2,27.2,44.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1637,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,27,1991,38.0,42.9,56.3,76.1,853.6,265.9,0.71,1.71,41.5,31.6,36.3,87.2,10.6,18.3,57.5,0.05,0.08,-0.03,1.55,4.76,0.68,0.21,6.53,Matches
1638,Pere Milla\Pere-Milla,es ESP,FWMF,Eibar,es La Liga,25,1992,3.8,19.5,33.4,58.3,294.5,89.5,0.26,1.84,14.3,17.1,24.7,69.1,2.11,6.84,30.8,0.00,0.05,-0.05,0.79,0.53,1.58,1.05,2.63,Matches
1639,Vincenzo Millico\Vincenzo-Millico,it ITA,MF,Torino,it Serie A,17,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1640,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,32,1986,19.9,65.3,81.1,80.5,1302.6,462.1,0.85,2.61,32.7,48.6,54.8,88.6,15.9,23.7,67.1,0.20,0.24,-0.04,2.26,7.19,2.06,0.35,10.4,Matches
1641,Santi Mina\Santi-Mina,es ESP,FW,Valencia,es La Liga,22,1995,20.6,17.0,23.2,73.4,270.4,42.6,0.49,1.50,32.3,14.1,18.2,77.3,2.43,3.45,70.4,0.24,0.12,0.13,0.73,1.07,0.39,0.19,1.36,Matches
1642,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,23,1994,9.9,41.7,49.3,84.6,940.1,329.7,0.10,0.51,20.0,27.0,30.0,89.9,14.6,18.8,78.0,0.00,0.02,-0.02,0.30,2.83,0.10,0.00,3.43,Matches
1643,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,eng Premier League,25,1993,1.6,46.3,56.9,81.3,860.6,309.4,0.63,1.88,33.3,35.6,41.3,86.4,10.0,13.8,72.7,0.00,0.00,0.00,0.00,5.00,0.00,0.00,3.75,Matches
1644,Ignasi Miquel\Ignasi-Miquel,es ESP,DF,Getafe,es La Liga,25,1992,3.5,14.6,25.1,58.0,351.4,137.4,0.00,0.29,0.0,8.86,10.6,83.8,5.71,14.3,40.0,0.00,0.00,0.00,0.00,2.86,0.29,0.00,2.29,Matches
1645,Kevin Mirallas\Kevin-Mirallas,be BEL,FWMF,Fiorentina,it Serie A,30,1987,14.4,21.8,30.6,71.2,391.3,124.9,0.49,1.60,30.4,16.8,21.3,79.1,4.51,7.78,58.0,0.07,0.10,-0.03,1.81,2.08,1.32,0.42,4.44,Matches
1646,Jorge Miramón\Jorge-Miramon,es ESP,DF,Huesca,es La Liga,29,1989,27.7,35.8,49.0,73.2,684.1,339.7,0.29,1.44,20.0,27.5,33.2,83.0,8.01,14.4,55.8,0.00,0.06,-0.06,0.97,2.53,1.26,0.58,7.33,Matches
1647,Miranda\Miranda,br BRA,DF,Inter,it Serie A,33,1984,12.9,56.7,63.6,89.0,1207.5,394.0,0.31,0.70,44.4,37.9,40.6,93.3,18.4,22.3,82.6,0.00,0.00,0.00,0.16,3.02,0.16,0.00,3.10,Matches
1648,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,35,1983,11.0,20.0,29.5,67.9,731.0,554.9,0.00,0.00,,7.27,7.27,100.0,12.7,22.2,57.4,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,Matches
1649,Virgil Misidjan\Virgil-Misidjan,nl NED,FWMF,Nürnberg,de Bundesliga,25,1993,17.1,16.5,23.8,69.3,262.2,64.1,0.41,1.52,26.9,14.0,18.0,78.2,2.05,4.33,47.3,0.06,0.07,-0.01,0.47,0.70,0.82,0.47,1.81,Matches
1650,Simone Missiroli\Simone-Missiroli,it ITA,MF,SPAL,it Serie A,32,1986,30.5,41.9,50.3,83.4,737.4,202.2,0.43,1.44,29.5,34.0,39.0,87.4,7.48,9.90,75.5,0.00,0.04,-0.04,0.82,4.30,0.75,0.23,4.69,Matches
1651,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,Marseille,fr Ligue 1,30,1988,6.4,11.3,15.9,70.6,167.3,14.2,1.41,1.56,90.0,8.28,12.0,68.8,1.56,2.34,66.7,0.00,0.03,-0.03,0.63,0.31,0.00,0.00,0.31,Matches
1652,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,eng Premier League,23,1994,36.4,20.9,28.9,72.3,289.0,51.8,0.74,1.59,46.6,18.3,24.4,75.1,1.87,2.97,63.0,0.08,0.07,0.01,0.71,1.24,0.44,0.00,1.76,Matches
1653,Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,28,1990,33.6,37.8,41.0,92.0,851.5,232.6,0.30,0.42,71.4,23.7,25.3,93.9,13.8,15.4,89.5,0.00,0.01,-0.01,0.06,0.98,0.00,0.00,1.28,Matches
1654,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DFMF,Hertha BSC,de Bundesliga,21,1997,20.0,33.1,44.9,73.8,646.6,205.8,0.60,1.55,38.7,24.4,29.8,81.9,8.15,13.6,60.1,0.05,0.10,-0.05,1.00,2.60,1.40,0.85,5.30,Matches
1655,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,eng Premier League,29,1989,18.2,36.3,47.9,75.8,579.6,166.9,0.88,2.86,30.8,30.4,36.2,83.9,5.05,8.85,57.1,0.22,0.23,-0.01,1.48,3.68,1.76,0.11,5.27,Matches
1656,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,32,1985,29.0,59.5,68.3,87.1,1106.9,297.1,0.90,2.24,40.0,45.1,49.0,92.2,13.4,17.1,78.6,0.21,0.11,0.10,1.66,7.07,1.41,0.17,6.79,Matches
1657,Kevin Möhwald\Kevin-Mohwald,de GER,MFFW,Werder Bremen,de Bundesliga,25,1993,9.7,40.5,50.4,80.4,662.4,171.9,0.82,3.20,25.8,34.5,39.7,87.0,5.15,7.53,68.5,0.10,0.10,0.00,0.93,3.40,0.93,0.10,5.15,Matches
1658,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,32,1985,29.3,56.7,65.6,86.5,1346.9,496.1,0.27,0.82,33.3,33.5,36.6,91.5,22.9,28.1,81.6,0.00,0.03,-0.03,0.44,5.46,0.58,0.10,6.35,Matches
1659,Johan Mojica\Johan-Mojica,co COL,DFMF,Girona,es La Liga,25,1992,0.2,30.0,45.0,66.7,815.0,345.0,0.00,0.00,,20.0,30.0,66.7,10.0,15.0,66.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,Matches
1660,Hakim El Mokeddem\Hakim-El-Mokeddem,br BRA,FWMF,Toulouse,fr Ligue 1,19,1999,0.3,46.7,56.7,82.4,866.7,223.3,0.00,0.00,,30.0,36.7,81.8,16.7,20.0,83.3,0.00,0.33,-0.33,3.33,3.33,3.33,3.33,10.0,Matches
1661,Jorge Molina\Jorge-Molina,es ESP,FW,Getafe,es La Liga,36,1982,29.4,17.0,25.5,66.8,247.6,68.6,0.44,2.24,19.7,14.6,20.3,72.1,1.94,2.96,65.5,0.17,0.18,-0.01,1.33,1.19,1.16,0.14,2.65,Matches
1662,Cristian Molinaro\Cristian-Molinaro,it ITA,DFMF,Frosinone,it Serie A,35,1983,12.9,32.4,45.3,71.5,663.7,330.9,0.23,1.94,12.0,23.6,28.7,82.4,8.53,14.7,57.9,0.00,0.07,-0.07,1.16,2.56,1.32,0.70,7.52,Matches
1663,Victor Mollejo\Victor-Mollejo,es ESP,FWMF,Atlético Madrid,es La Liga,17,2001,0.7,30.0,34.3,87.5,310.0,62.9,1.43,1.43,100.0,28.6,31.4,90.9,0.00,1.43,0.0,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,Matches
1664,Florent Mollet\Florent-Mollet,fr FRA,MFFW,Montpellier,fr Ligue 1,26,1991,28.5,41.2,52.5,78.5,769.5,203.4,0.67,1.75,38.0,31.2,35.3,88.6,9.30,15.5,60.1,0.14,0.21,-0.07,2.32,3.58,0.84,0.18,6.18,Matches
1665,Gabriele Moncini\Gabriele-Moncini,it ITA,MF,SPAL,it Serie A,22,1996,0.1,10.0,10.0,100.0,170.0,0.00,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1666,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,fr Ligue 1,27,1991,31.3,37.7,48.3,78.0,745.9,233.7,0.32,1.37,23.3,28.3,33.5,84.5,9.07,13.4,67.6,0.03,0.06,-0.03,0.93,5.21,0.48,0.03,5.91,Matches
1667,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1988,16.5,33.2,42.6,77.8,509.3,147.2,0.55,2.42,22.5,29.5,35.4,83.2,3.15,4.79,65.8,0.06,0.09,-0.03,0.85,2.00,0.85,0.24,4.18,Matches
1668,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,eng Premier League,32,1986,20.7,54.2,62.6,86.5,906.0,317.5,0.87,2.13,40.9,45.3,49.5,91.6,7.97,11.0,72.4,0.14,0.07,0.08,0.53,3.29,0.68,0.14,4.88,Matches
1669,Francisco Montero\Francisco-Montero,es ESP,DF,Atlético Madrid,es La Liga,19,1999,4.5,26.4,34.7,76.3,532.4,205.3,0.22,0.89,25.0,18.2,20.2,90.1,8.00,13.6,59.0,0.00,0.00,0.00,0.00,1.11,0.22,0.00,0.89,Matches
1670,Cristóbal Montiel Rodríguez\Cristobal-Montiel-Rodriguez,es ESP,FW,Fiorentina,it Serie A,18,2000,0.1,30.0,60.0,50.0,580.0,480.0,0.00,10.0,0.0,20.0,40.0,50.0,10.0,10.0,100.0,0.00,2.00,-2.00,20.0,0.00,20.0,0.00,30.0,Matches
1671,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,eng Premier League,27,1991,24.1,37.1,47.5,78.2,660.4,292.9,0.29,1.70,17.1,30.4,35.8,85.0,6.43,10.0,64.0,0.04,0.05,-0.00,0.79,2.78,1.12,0.50,6.14,Matches
1672,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Huddersfield,eng Premier League,27,1990,25.9,41.6,55.1,75.5,745.6,240.0,0.62,2.20,28.1,33.1,38.3,86.3,7.92,14.6,54.4,0.04,0.11,-0.07,1.66,5.17,1.12,0.35,6.64,Matches
1673,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,21,1997,4.1,16.6,22.7,73.1,291.7,77.3,1.22,2.44,50.0,12.0,15.6,76.6,3.41,4.63,73.7,0.00,0.02,-0.02,0.49,1.46,1.46,0.49,2.93,Matches
1674,Alfredo Morales\Alfredo-Morales,us USA,MF,Düsseldorf,de Bundesliga,28,1990,17.0,29.1,38.6,75.3,610.9,153.9,0.41,1.18,35.0,20.2,25.9,78.2,8.47,11.6,73.1,0.06,0.05,0.01,0.53,3.06,0.41,0.00,3.06,Matches
1675,Álvaro Morata\Alvaro-Morata,es ESP,FW,Chelsea,eng Premier League,25,1992,10.5,16.3,20.9,78.1,245.0,22.4,0.86,1.14,75.0,13.3,16.5,80.9,2.10,3.24,64.7,0.00,0.02,-0.02,0.57,1.24,0.10,0.00,0.48,Matches
1676,Álvaro Morata\Alvaro-Morata,es ESP,FW,Atlético Madrid,es La Liga,25,1992,12.0,14.9,23.3,63.9,185.8,26.8,1.08,2.17,50.0,12.9,19.3,66.8,0.92,1.83,50.0,0.08,0.11,-0.02,0.58,0.58,0.33,0.00,1.08,Matches
1677,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,28,1989,8.4,38.2,49.0,77.9,689.6,134.5,0.48,1.90,25.0,29.3,36.2,80.9,8.45,11.0,77.2,0.24,0.06,0.18,0.71,2.02,0.36,0.00,2.50,Matches
1678,Steven Moreira\Steven-Moreira,fr FRA,DFMF,Toulouse,fr Ligue 1,23,1994,9.6,32.3,42.7,75.6,540.1,205.5,0.42,1.56,26.7,27.6,32.8,84.1,4.27,8.33,51.3,0.00,0.01,-0.01,0.31,1.67,0.63,0.31,5.31,Matches
1679,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Lyon,fr Ligue 1,34,1984,11.8,53.1,60.7,87.6,1153.1,420.6,0.34,0.76,44.4,34.8,38.0,91.7,18.0,21.9,81.9,0.00,0.01,-0.01,0.25,4.66,0.00,0.00,4.07,Matches
1680,Alberto Moreno\Alberto-Moreno,es ESP,DF,Liverpool,eng Premier League,26,1992,1.7,64.7,74.1,87.3,1256.5,397.1,0.00,1.18,0.0,48.8,52.4,93.3,15.9,20.6,77.1,0.00,0.06,-0.06,1.76,4.12,2.94,0.59,8.82,Matches
1681,Álex Moreno\Alex-Moreno,es ESP,DF,Rayo Vallecano,es La Liga,25,1993,34.8,33.9,44.4,76.2,544.8,200.5,0.29,1.75,16.4,29.4,34.5,85.1,4.20,8.13,51.6,0.03,0.10,-0.07,1.03,2.01,1.26,0.49,5.32,Matches
1682,Gerard Moreno\Gerard-Moreno,es ESP,FW,Villarreal,es La Liga,26,1992,25.7,21.4,29.7,72.0,389.8,78.5,0.19,1.32,14.7,16.9,22.4,75.5,4.28,5.99,71.4,0.04,0.12,-0.08,1.32,1.83,0.86,0.27,3.04,Matches
1683,Héctor Moreno\Hector-Moreno,mx MEX,DF,Real Sociedad,es La Liga,30,1988,21.5,48.2,56.4,85.6,1026.6,354.3,0.19,0.79,23.5,33.9,36.5,93.0,14.1,19.1,74.0,0.00,0.02,-0.02,0.19,3.07,0.14,0.00,4.47,Matches
1684,Sergio Moreno\Sergio-Moreno,es ESP,MF,Rayo Vallecano,es La Liga,,,0.2,5.00,5.00,100.0,120.0,0.00,0.00,0.00,,5.00,5.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1685,Emiliano Moretti\Emiliano-Moretti,it ITA,DF,Torino,it Serie A,37,1981,22.3,41.1,47.7,86.2,852.5,328.3,0.22,0.76,29.4,30.7,32.6,94.1,10.2,14.3,71.2,0.00,0.00,-0.00,0.09,3.81,0.13,0.04,3.63,Matches
1686,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,34,1984,21.4,34.5,41.9,82.5,702.2,205.0,0.42,0.70,60.0,24.4,28.0,87.0,9.72,13.1,74.0,0.00,0.01,-0.01,0.09,1.59,0.00,0.00,1.59,Matches
1687,Manu Morlanes\Manu-Morlanes,es ESP,MF,Villarreal,es La Liga,19,1999,6.8,40.1,48.5,82.7,764.9,214.1,0.59,1.32,44.4,31.3,36.5,85.9,8.24,10.7,76.7,0.44,0.16,0.28,1.32,5.74,1.18,0.00,5.88,Matches
1688,Loren Morón\Loren-Moron,es ESP,FW,Betis,es La Liga,24,1993,21.7,12.5,16.9,74.3,166.9,29.8,0.60,1.80,33.3,10.8,12.9,83.6,1.15,2.17,53.2,0.00,0.06,-0.06,0.55,0.55,0.51,0.05,1.11,Matches
1689,Sean Morrison\Sean-Morrison,eng ENG,DF,Cardiff City,eng Premier League,27,1991,33.8,15.5,26.9,57.8,337.5,159.9,0.12,0.80,14.8,10.3,15.1,68.3,5.09,11.0,46.4,0.09,0.07,0.02,0.50,1.04,0.24,0.03,2.01,Matches
1690,Victor Moses\Victor-Moses,ng NGA,FW,Chelsea,eng Premier League,27,1990,0.3,36.7,46.7,78.6,556.7,60.0,0.00,3.33,0.0,33.3,40.0,83.3,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,Matches
1691,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,22,1996,19.7,17.4,22.0,79.0,253.8,21.7,0.66,1.27,52.0,15.1,18.6,81.1,1.68,2.18,76.7,0.10,0.06,0.05,0.56,0.30,0.25,0.00,0.81,Matches
1692,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Lille,fr Ligue 1,22,1996,2.8,14.3,17.5,81.6,178.6,21.4,0.71,1.43,50.0,12.1,14.6,82.9,1.43,1.43,100.0,0.00,0.04,-0.04,0.71,1.07,0.00,0.00,0.36,Matches
1693,François Moubandje\Francois-Moubandje,ch SUI,DF,Toulouse,fr Ligue 1,28,1990,21.5,35.9,47.2,76.1,673.6,264.3,0.51,1.40,36.7,27.9,32.9,84.7,7.49,12.9,58.1,0.00,0.08,-0.08,0.60,2.14,0.47,0.33,5.44,Matches
1694,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,1.0,29.0,32.0,90.6,797.0,502.0,0.00,0.00,,15.0,16.0,93.8,14.0,16.0,87.5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
1695,Steve Mounié\Steve-Mounie,bj BEN,FW,Huddersfield,eng Premier League,23,1994,19.8,18.3,28.1,65.2,263.9,45.6,0.35,1.62,21.9,16.3,23.7,68.7,1.72,2.83,60.7,0.15,0.10,0.06,0.86,1.26,0.15,0.00,1.36,Matches
1696,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,eng Premier League,25,1992,23.6,23.8,31.6,75.3,366.5,91.6,0.42,1.48,28.6,20.6,25.2,81.7,2.75,4.87,56.5,0.00,0.08,-0.08,1.14,1.57,0.76,0.08,2.58,Matches
1697,Herman Moussaki\Herman-Moussaki,fr FRA,MFFW,Caen,fr Ligue 1,19,1999,2.3,12.2,17.8,68.3,132.6,18.3,0.43,1.30,33.3,11.7,14.8,79.4,0.00,1.74,0.0,0.43,0.22,0.22,1.30,0.00,0.00,0.00,0.43,Matches
1698,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Bournemouth,eng Premier League,22,1996,4.1,21.0,29.5,71.1,270.0,69.8,0.98,2.20,44.4,18.5,25.6,72.4,1.46,1.71,85.7,0.00,0.12,-0.12,0.98,2.20,1.46,0.00,2.44,Matches
1699,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,31,1986,33.7,49.3,61.2,80.5,1042.9,290.4,0.45,0.95,46.9,34.7,38.8,89.4,14.1,21.4,65.8,0.24,0.17,0.07,2.37,5.79,1.34,0.42,7.80,Matches
1700,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,MFFW,Nantes,fr Ligue 1,21,1996,18.3,29.0,36.2,79.9,483.3,103.2,0.33,1.15,28.6,24.5,28.7,85.3,4.15,6.39,65.0,0.16,0.07,0.09,1.04,2.79,0.66,0.05,2.68,Matches
1701,Toni Moya\Toni-Moya,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1.0,45.0,50.0,90.0,1020.0,372.0,0.00,0.00,,30.0,32.0,93.8,15.0,18.0,83.3,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,Matches
1702,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,32,1986,23.3,31.1,41.7,74.6,584.8,252.4,0.21,1.07,20.0,24.6,28.7,85.7,6.31,11.9,52.9,0.00,0.02,-0.02,0.43,2.06,0.52,0.04,5.88,Matches
1703,Samuel Mráz\Samuel-Mraz,sk SVK,FW,Empoli,it Serie A,21,1997,1.9,16.8,22.1,76.2,221.6,8.42,0.53,2.11,25.0,15.8,17.4,90.9,0.53,2.63,20.0,0.00,0.05,-0.05,0.53,1.05,0.00,0.00,0.00,Matches
1704,Ndombe Mubele\Ndombe-Mubele,cd COD,FW,Toulouse,fr Ligue 1,24,1994,5.2,14.6,18.3,80.0,216.5,55.4,0.58,1.15,50.0,12.1,14.4,84.0,1.92,2.69,71.4,0.00,0.08,-0.08,0.96,0.77,0.77,0.19,1.73,Matches
1705,Lukas Mühl\Lukas-Muhl,de GER,DF,Nürnberg,de Bundesliga,21,1997,31.0,39.5,46.7,84.4,932.3,251.1,0.19,0.55,35.3,25.0,26.9,92.7,14.3,19.3,74.2,0.00,0.01,-0.01,0.13,2.13,0.03,0.00,2.26,Matches
1706,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,20,1997,13.6,37.7,53.0,71.2,679.1,333.2,0.74,2.06,35.7,29.7,37.1,80.0,7.28,13.8,52.7,0.07,0.10,-0.02,0.81,3.60,1.62,0.59,8.60,Matches
