Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
568,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,0.13,0.00,0.00,1.43,0.26,0.00,18.2,1.42,0.26,0.09,0.50,0.09,0.09,0.07,0.04,0.04,Matches
569,Leon Dajaku\Leon-Dajaku,de GER,MFFW,Stuttgart,de Bundesliga,17,2001,0.3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
570,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,34,1984,26.2,0.11,0.00,0.00,0.57,0.31,0.00,53.3,0.57,0.30,0.20,0.38,0.08,0.08,0.14,0.03,0.03,Matches
571,Nicola Dalmonte\Nicola-Dalmonte,it ITA,MFFW,Genoa,it Serie A,20,1997,0.5,0.00,0.00,0.00,6.00,0.00,0.00,0.0,6.14,0.00,0.00,,0.40,0.40,0.07,-0.40,-0.40,Matches
572,Diogo Dalot\Diogo-Dalot,pt POR,DFMF,Manchester Utd,eng Premier League,19,1999,11.3,0.00,0.00,0.00,1.33,0.00,0.00,0.0,1.33,0.00,0.00,,0.04,0.04,0.03,-0.04,-0.04,Matches
573,Matty Daly\Matty-Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
574,Vitalie Damașcan\Vitalie-Damascan,md MDA,MF,Torino,it Serie A,19,1999,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
575,Loïc Damour\Loic-Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.0,3.91,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
576,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,0.06,0.00,0.00,0.74,0.17,0.00,23.1,0.74,0.17,0.08,0.33,0.03,0.03,0.04,0.03,0.03,Matches
577,Danilo\Danilo,br BRA,DF,Manchester City,eng Premier League,27,1991,9.0,0.11,0.00,0.00,1.56,0.33,0.00,21.4,1.56,0.33,0.07,0.33,0.04,0.04,0.03,0.07,0.07,Matches
578,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,0.00,0.00,0.00,0.81,0.14,0.00,16.7,0.81,0.14,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
579,Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,0.07,0.00,0.00,0.65,0.36,0.00,55.6,0.65,0.36,0.11,0.20,0.04,0.04,0.06,0.03,0.03,Matches
580,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,0.03,0.00,0.00,0.47,0.08,0.00,17.6,0.47,0.08,0.06,0.33,0.03,0.03,0.07,-0.00,-0.00,Matches
581,Palkó Dárdai\Palko-Dardai,de GER,MFFW,Hertha BSC,de Bundesliga,19,1999,1.3,0.00,0.00,0.00,1.54,0.00,0.00,0.0,1.59,0.00,0.00,,0.08,0.08,0.05,-0.08,-0.08,Matches
582,Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,0.17,0.00,0.00,1.83,0.53,0.03,29.1,1.83,0.53,0.09,0.31,0.12,0.12,0.06,0.05,0.05,Matches
583,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,0.00,0.00,0.00,1.90,0.71,0.00,37.5,1.91,0.72,0.00,0.00,0.26,0.26,0.14,-0.26,-0.26,Matches
584,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,0.00,0.00,0.00,0.20,0.20,0.00,100.0,0.20,0.20,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
585,Alphonso Davies\Alphonso-Davies,ca CAN,FWMF,Bayern Munich,de Bundesliga,17,2000,0.9,1.11,0.00,0.00,2.22,1.11,0.00,50.0,2.25,1.13,0.50,1.00,0.22,0.22,0.09,0.89,0.89,Matches
586,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,25,1993,20.5,0.00,0.00,0.00,0.73,0.05,0.00,6.7,0.73,0.05,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
587,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,0.00,0.00,0.00,0.64,0.18,0.00,28.6,0.64,0.18,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
588,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
589,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,0.19,0.00,0.00,2.87,1.02,0.28,35.5,2.86,1.02,0.06,0.18,0.22,0.22,0.08,-0.04,-0.04,Matches
590,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,0.08,0.00,0.00,0.92,0.15,0.00,16.7,0.92,0.15,0.08,0.50,0.06,0.06,0.07,0.02,0.02,Matches
591,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,0.00,0.00,0.00,0.18,0.00,0.00,0.0,0.18,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
592,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,it Serie A,24,1994,35.4,0.25,0.08,0.17,2.26,0.71,0.20,31.3,2.26,0.71,0.08,0.24,0.26,0.13,0.06,-0.00,0.04,Matches
593,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,0.07,0.00,0.00,0.43,0.07,0.00,16.7,0.43,0.07,0.17,1.00,0.06,0.06,0.16,0.01,0.01,Matches
594,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,0.00,0.00,0.00,0.31,0.00,0.00,0.0,0.31,0.00,0.00,,0.01,0.01,0.02,-0.01,-0.01,Matches
595,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,it Serie A,30,1988,26.8,0.07,0.00,0.00,1.04,0.34,0.00,32.1,1.04,0.34,0.07,0.22,0.10,0.10,0.09,-0.03,-0.03,Matches
596,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,0.23,0.00,0.00,1.29,0.53,0.00,41.2,1.29,0.53,0.18,0.43,0.14,0.14,0.10,0.09,0.09,Matches
597,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,0.19,0.00,0.00,0.69,0.42,0.00,60.0,0.70,0.42,0.27,0.44,0.10,0.10,0.14,0.09,0.09,Matches
598,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,0.32,0.04,0.04,2.16,0.99,0.00,45.9,2.16,0.99,0.13,0.29,0.33,0.30,0.14,-0.01,-0.01,Matches
599,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,eng Premier League,35,1982,0.3,0.00,0.00,0.00,3.33,3.33,0.00,100.0,3.60,3.60,0.00,0.00,1.33,1.33,0.36,-1.33,-1.33,Matches
600,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
601,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sampdoria,it Serie A,27,1991,26.0,0.42,0.00,0.00,1.85,0.85,0.00,45.8,1.85,0.85,0.23,0.50,0.29,0.29,0.16,0.13,0.13,Matches
602,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5.0,0.00,0.00,0.00,1.40,0.40,0.00,28.6,1.40,0.40,0.00,0.00,0.10,0.10,0.07,-0.10,-0.10,Matches
603,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Parma,it Serie A,22,1995,6.1,0.00,0.00,0.00,1.15,0.16,0.00,14.3,1.16,0.17,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
604,Romain Del Castillo\Romain-Del-Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,22,1996,14.9,0.00,0.00,0.00,1.54,0.47,0.00,30.4,1.54,0.47,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
605,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,0.12,0.00,0.00,1.30,0.43,0.04,33.3,1.30,0.43,0.09,0.27,0.10,0.10,0.07,0.02,0.02,Matches
606,Moisés Delgado\Moises-Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3.0,0.00,0.00,0.00,0.33,0.00,0.00,0.0,0.33,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
607,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,0.09,0.00,0.00,0.35,0.09,0.00,25.0,0.35,0.09,0.25,1.00,0.09,0.09,0.25,0.00,0.00,Matches
608,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,0.00,0.00,0.00,0.83,0.00,0.00,0.0,0.82,0.00,0.00,,0.08,0.08,0.08,-0.08,-0.08,Matches
609,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,0.40,0.09,0.09,3.24,0.90,0.14,27.7,3.24,0.90,0.10,0.35,0.39,0.32,0.10,0.02,-0.00,Matches
610,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,0.00,0.00,0.00,0.49,0.37,0.00,75.0,0.50,0.37,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
611,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,0.00,0.00,0.00,0.18,0.00,0.00,0.0,0.17,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
612,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,0.67,0.04,0.09,3.79,1.61,0.04,42.4,3.79,1.61,0.16,0.39,0.71,0.65,0.17,-0.04,-0.02,Matches
613,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,21,1997,18.5,0.43,0.00,0.00,2.05,0.86,0.00,42.1,2.06,0.87,0.21,0.50,0.20,0.20,0.10,0.23,0.23,Matches
614,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,20,1998,14.1,0.00,0.00,0.00,0.50,0.14,0.00,28.6,0.50,0.14,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
615,Merih Demiral\Merih-Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14.0,0.14,0.00,0.00,0.50,0.21,0.00,42.9,0.50,0.21,0.29,0.67,0.08,0.08,0.16,0.06,0.06,Matches
616,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,0.18,0.00,0.00,2.54,0.71,0.22,28.1,2.54,0.71,0.07,0.25,0.17,0.17,0.07,0.00,0.00,Matches
617,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,0.00,0.00,0.00,0.39,0.09,0.00,22.2,0.39,0.09,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
618,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,0.07,0.00,0.00,0.52,0.16,0.00,31.3,0.52,0.16,0.13,0.40,0.05,0.05,0.09,0.02,0.02,Matches
619,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,0.12,0.00,0.00,0.98,0.55,0.00,56.3,0.98,0.55,0.13,0.22,0.16,0.16,0.17,-0.04,-0.04,Matches
620,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,0.00,0.00,0.00,0.44,0.11,0.00,25.0,0.44,0.11,0.00,0.00,0.05,0.05,0.11,-0.05,-0.05,Matches
621,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,24,1994,30.4,0.33,0.00,0.07,3.52,1.25,0.79,35.5,3.52,1.25,0.09,0.26,0.44,0.39,0.11,-0.12,-0.07,Matches
622,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,1988,11.9,0.00,0.00,0.00,2.86,0.59,0.00,20.6,2.87,0.59,0.00,0.00,0.31,0.31,0.11,-0.31,-0.31,Matches
623,Clément Depres\Clement-Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,0.82,0.00,0.00,5.92,2.45,0.00,41.4,5.92,2.45,0.14,0.33,0.57,0.57,0.10,0.24,0.24,Matches
624,Kiril Despodov\Kiril-Despodov,bg BUL,FWMF,Cagliari,it Serie A,21,1996,1.2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
625,Daniele Dessena\Daniele-Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,0.00,0.00,0.00,1.54,0.51,0.00,33.3,1.53,0.51,0.00,0.00,0.10,0.10,0.07,-0.10,-0.10,Matches
626,Mattia Destro\Mattia-Destro,it ITA,FWMF,Bologna,it Serie A,27,1991,5.5,0.73,0.00,0.00,2.18,1.27,0.00,58.3,2.19,1.28,0.33,0.57,0.47,0.47,0.22,0.25,0.25,Matches
627,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,eng Premier League,24,1994,23.0,0.43,0.00,0.00,2.70,1.00,0.26,37.1,2.70,1.00,0.16,0.43,0.37,0.37,0.14,0.07,0.07,Matches
628,Jacopo Dezi\Jacopo-Dezi,it ITA,MF,Parma,it Serie A,26,1992,1.0,0.00,0.00,0.00,2.00,1.00,0.00,50.0,2.00,1.00,0.00,0.00,0.10,0.10,0.05,-0.10,-0.10,Matches
629,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWMF,Sassuolo,it Serie A,24,1994,11.9,0.17,0.00,0.00,2.18,0.92,0.00,42.3,2.18,0.92,0.08,0.18,0.22,0.22,0.10,-0.05,-0.05,Matches
630,Antonio Di Gaudio\Antonio-Di-Gaudio,it ITA,FWMF,Parma,it Serie A,28,1989,7.8,0.00,0.00,0.00,1.79,0.26,0.00,14.3,1.80,0.26,0.00,0.00,0.17,0.17,0.09,-0.17,-0.17,Matches
631,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Empoli,it Serie A,24,1993,37.0,0.14,0.00,0.00,0.59,0.22,0.00,36.4,0.59,0.22,0.23,0.63,0.09,0.07,0.12,0.05,0.06,Matches
632,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,30,1988,25.8,0.47,0.00,0.00,3.76,1.24,0.35,33.0,3.76,1.24,0.12,0.38,0.35,0.35,0.10,0.12,0.12,Matches
633,Franco Di Santo\Franco-Di-Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1989,1.9,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
634,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,29,1989,2.7,0.00,0.00,0.00,1.48,0.37,0.00,25.0,1.47,0.37,0.00,0.00,0.22,0.22,0.14,-0.22,-0.22,Matches
635,Boulaye Dia\Boulaye-Dia,fr FRA,FW,Reims,fr Ligue 1,21,1996,8.3,0.36,0.00,0.00,2.53,1.08,0.00,42.9,2.53,1.08,0.14,0.33,0.57,0.57,0.22,-0.20,-0.20,Matches
636,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,eng Premier League,22,1995,0.6,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
637,Moussa Diaby\Moussa-Diaby,fr FRA,MFFW,Paris S-G,fr Ligue 1,19,1999,12.7,0.16,0.00,0.00,1.97,0.47,0.00,24.0,1.97,0.47,0.08,0.33,0.19,0.19,0.09,-0.03,-0.03,Matches
638,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,eng Premier League,22,1996,6.1,0.00,0.00,0.00,1.15,0.49,0.00,42.9,1.14,0.49,0.00,0.00,0.13,0.13,0.11,-0.13,-0.13,Matches
639,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,21,1996,17.6,0.11,0.00,0.00,0.68,0.23,0.00,33.3,0.68,0.23,0.17,0.50,0.10,0.10,0.14,0.02,0.02,Matches
640,Bafodé Diakité\Bafode-Diakite,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,7.0,0.14,0.00,0.00,0.29,0.14,0.00,50.0,0.28,0.14,0.50,1.00,0.03,0.03,0.08,0.11,0.11,Matches
641,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Dortmund,de Bundesliga,22,1996,26.4,0.04,0.00,0.00,0.27,0.11,0.00,42.9,0.26,0.11,0.14,0.33,0.03,0.03,0.12,0.01,0.01,Matches
642,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,5.5,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
643,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,5.1,0.00,0.00,0.00,0.98,0.00,0.00,0.0,0.99,0.00,0.00,,0.08,0.08,0.07,-0.08,-0.08,Matches
644,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,31,1987,24.1,0.00,0.00,0.00,0.87,0.12,0.00,14.3,0.87,0.12,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
645,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,eng Premier League,20,1998,6.8,0.00,0.00,0.00,1.47,0.44,0.00,30.0,1.48,0.44,0.00,0.00,0.09,0.09,0.06,-0.09,-0.09,Matches
646,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1985,1.8,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
647,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,7.3,0.00,0.00,0.00,1.23,0.14,0.00,11.1,1.23,0.14,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
648,Brahim Díaz\Brahim-Diaz,es ESP,FW,Real Madrid,es La Liga,18,1999,4.2,0.24,0.00,0.00,1.67,1.19,0.00,71.4,1.68,1.20,0.14,0.20,0.14,0.14,0.08,0.10,0.10,Matches
649,Javier Díaz\Javier-Diaz,es ESP,GK,Sevilla,es La Liga,21,1997,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
650,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,0.03,0.00,0.00,0.34,0.06,0.00,18.2,0.34,0.06,0.09,0.50,0.04,0.04,0.11,-0.01,-0.01,Matches
651,Lorenzo Dickmann\Lorenzo-Dickmann,it ITA,DFMF,SPAL,it Serie A,21,1996,1.9,0.00,0.00,0.00,0.53,0.00,0.00,0.0,0.51,0.00,0.00,,0.05,0.05,0.12,-0.05,-0.05,Matches
652,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Stuttgart,de Bundesliga,28,1990,10.6,0.19,0.00,0.00,2.08,0.94,0.19,45.5,2.07,0.94,0.09,0.20,0.19,0.19,0.09,0.00,0.00,Matches
653,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,0.04,0.00,0.00,1.03,0.09,0.04,8.3,1.03,0.09,0.04,0.50,0.03,0.03,0.03,0.01,0.01,Matches
654,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,0.00,0.00,0.00,0.12,0.12,0.00,100.0,0.12,0.12,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
655,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,eng Premier League,24,1994,16.7,0.18,0.00,0.00,0.54,0.18,0.00,33.3,0.54,0.18,0.33,1.00,0.10,0.10,0.18,0.08,0.08,Matches
656,Tim Dierßen\Tim-Dierssen,de GER,FW,Hannover 96,de Bundesliga,22,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
657,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,0.12,0.00,0.00,1.03,0.30,0.33,29.4,1.03,0.30,0.12,0.40,0.04,0.04,0.03,0.09,0.09,Matches
658,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,27,1991,37.6,0.11,0.00,0.00,0.85,0.21,0.03,25.0,0.85,0.21,0.13,0.50,0.08,0.08,0.10,0.02,0.02,Matches
659,Mitchell Dijks\Mitchell-Dijks,nl NED,DFMF,Bologna,it Serie A,25,1993,22.5,0.04,0.00,0.00,0.40,0.18,0.00,44.4,0.40,0.18,0.11,0.25,0.02,0.02,0.04,0.03,0.03,Matches
660,Javairô Dilrosun\Javairo-Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,20,1998,10.0,0.20,0.00,0.00,1.00,0.50,0.00,50.0,1.00,0.50,0.20,0.40,0.05,0.05,0.05,0.15,0.15,Matches
661,Federico Dimarco\Federico-Dimarco,it ITA,DF,Parma,it Serie A,20,1997,9.9,0.10,0.00,0.00,1.11,0.20,0.00,18.2,1.11,0.20,0.09,0.50,0.04,0.04,0.04,0.06,0.06,Matches
662,Stole Dimitrievski\Stole-Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
663,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,0.07,0.00,0.00,0.54,0.27,0.00,50.0,0.54,0.27,0.13,0.25,0.03,0.03,0.06,0.03,0.03,Matches
664,Ismaël Diomandé\Ismael-Diomande,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,14.4,0.00,0.00,0.00,0.63,0.07,0.00,11.1,0.63,0.07,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
665,Federico Dionisi\Federico-Dionisi,it ITA,FW,Frosinone,it Serie A,31,1987,2.3,0.43,0.00,0.00,4.78,1.30,0.00,27.3,4.85,1.32,0.09,0.33,0.26,0.26,0.05,0.17,0.17,Matches
666,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,17.7,0.28,0.00,0.00,2.15,0.90,0.00,42.1,2.15,0.91,0.13,0.31,0.37,0.37,0.17,-0.09,-0.09,Matches
667,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33.0,0.03,0.00,0.00,0.42,0.12,0.00,28.6,0.42,0.12,0.07,0.25,0.04,0.04,0.10,-0.01,-0.01,Matches
668,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,0.04,0.00,0.00,1.38,0.23,0.00,16.7,1.38,0.23,0.03,0.17,0.10,0.10,0.07,-0.06,-0.06,Matches
669,Sofiane Diop\Sofiane-Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,8.2,0.00,0.00,0.00,1.34,0.24,0.00,18.2,1.34,0.24,0.00,0.00,0.13,0.13,0.10,-0.13,-0.13,Matches
670,Assane Dioussé\Assane-Diousse,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,0.00,0.00,0.00,0.71,0.20,0.00,28.6,0.71,0.20,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
671,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,0.00,0.00,0.00,0.83,0.00,0.00,0.0,0.83,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
672,Axel Disasi\Axel-Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,0.00,0.00,0.00,1.11,0.00,0.00,0.0,1.13,0.00,0.00,,0.06,0.06,0.05,-0.06,-0.06,Matches
673,Djené\Djene,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,0.00,0.00,0.00,0.36,0.03,0.00,8.3,0.36,0.03,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
674,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,0.00,0.00,0.00,0.13,0.06,0.00,50.0,0.13,0.06,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
675,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
676,Alexander Djiku\Alexander-Djiku,fr FRA,DF,Caen,fr Ligue 1,23,1994,30.6,0.03,0.00,0.00,0.20,0.03,0.00,16.7,0.20,0.03,0.17,1.00,0.04,0.04,0.18,-0.00,-0.00,Matches
677,Papy Djilobodji\Papy-Djilobodji,sn SEN,DFFW,Guingamp,fr Ligue 1,29,1988,1.9,0.00,0.00,0.00,1.58,0.00,0.00,0.0,1.54,0.00,0.00,,0.11,0.11,0.06,-0.11,-0.11,Matches
678,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,0.05,0.00,0.00,0.45,0.15,0.00,33.3,0.45,0.15,0.11,0.33,0.05,0.05,0.11,0.00,0.00,Matches
679,Johan Djourou\Johan-Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,0.00,0.00,0.00,0.32,0.32,0.00,100.0,0.32,0.32,0.00,0.00,0.06,0.06,0.16,-0.06,-0.06,Matches
680,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,26,1992,24.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
681,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,eng Premier League,26,1992,34.9,0.11,0.00,0.00,1.23,0.49,0.00,39.5,1.23,0.49,0.09,0.24,0.16,0.16,0.13,-0.04,-0.04,Matches
682,Keagan Dolly\Keagan-Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1.0,0.00,0.00,0.00,1.00,0.00,0.00,0.0,1.02,0.00,0.00,,0.00,0.00,0.04,0.00,0.00,Matches
683,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,27,1990,4.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
