Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
895,Lamine Ghezali\Lamine-Ghezali,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,1999,0.5,80.0,6.00,20.0,28.0,44.0,12.0,78.0,2.00,8.00,25.0,2.00,0,62.0,680.0,534.0,78.0,29,74.4,4.00,6.00,Matches
896,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,eng Premier League,26,1992,8.3,70.0,0.96,7.59,34.2,33.9,3.25,65.2,1.69,2.77,60.9,1.93,1,53.6,348.7,180.7,57.0,412,87.1,1.93,2.77,Matches
897,Paolo Ghiglione\Paolo-Ghiglione,it ITA,MFDF,Frosinone,it Serie A,21,1997,5.7,53.5,4.21,19.1,21.6,16.3,1.93,47.0,0.53,1.93,27.3,0.53,1,35.6,213.5,117.9,35.6,180,88.7,0.53,1.58,Matches
898,Saman Ghoddos\Saman-Ghoddos,ir IRN,FWMF,Amiens,fr Ligue 1,24,1993,20.3,41.4,0.69,5.27,18.9,20.1,1.38,35.4,0.89,1.77,50.0,0.94,0,26.7,161.9,88.3,37.7,500,65.3,2.12,1.23,Matches
899,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,it Serie A,27,1991,12.8,86.1,1.88,14.1,40.7,35.6,1.95,72.3,0.31,0.70,44.4,0.31,0,55.6,274.6,167.5,65.0,757,91.0,0.78,0.47,Matches
900,Emanuele Giaccherini\Emanuele-Giaccherini,it ITA,MFFW,Chievo,it Serie A,33,1985,22.3,59.9,0.90,7.17,30.4,27.5,2.74,54.6,1.17,2.11,55.3,1.26,0,43.9,276.5,163.3,54.0,941,78.2,1.75,2.42,Matches
901,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,18,2000,7.4,56.2,0.54,8.38,30.8,21.8,2.30,53.9,1.76,2.97,59.1,2.03,1,43.5,259.2,139.6,57.2,315,74.5,2.16,2.57,Matches
902,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,eng Premier League,25,1993,0.7,54.3,7.14,20.0,32.9,2.86,1.43,52.9,1.43,1.43,100.0,1.43,0,37.1,195.7,60.0,32.9,21,91.3,0.00,0.00,Matches
903,Fabian Giefer\Fabian-Giefer,de GER,GK,Augsburg,de Bundesliga,28,1990,4.0,30.3,26.3,30.3,0.00,0.00,0.00,23.3,0.00,0.00,,0.00,0,16.0,74.0,45.3,11.8,47,100.0,0.00,0.00,Matches
904,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,26,1991,28.8,57.4,2.99,21.4,24.6,14.6,1.28,48.8,0.42,0.80,52.2,0.49,1,33.6,184.5,94.0,35.9,957,92.5,0.80,0.38,Matches
905,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,de Bundesliga,27,1991,14.2,35.8,1.34,4.37,17.7,16.1,4.86,35.3,0.85,1.48,57.1,1.13,0,24.2,144.6,76.7,40.5,361,62.8,2.39,1.90,Matches
906,Matthias Ginter\Matthias-Ginter,de GER,DF,M'gladbach,de Bundesliga,24,1994,26.4,75.5,6.29,35.6,43.0,4.73,1.29,73.7,0.04,0.11,33.3,0.08,0,56.2,412.2,280.3,58.7,1523,98.3,0.15,0.23,Matches
907,Andrei Girotto\Andrei-Girotto,br BRA,MF,Nantes,fr Ligue 1,26,1992,16.4,62.9,3.17,18.5,39.3,8.60,0.67,61.6,0.37,0.55,66.7,0.37,0,36.2,168.3,84.8,39.5,610,94.1,0.37,0.49,Matches
908,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,31,1986,9.4,36.7,0.64,1.49,14.4,21.4,7.77,36.2,0.21,0.32,66.7,0.21,0,22.2,44.9,14.8,54.5,293,57.2,2.98,0.85,Matches
909,Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,fr Ligue 1,30,1988,33.0,59.6,6.48,33.5,29.3,1.58,0.82,57.9,0.06,0.06,100.0,0.06,0,35.8,202.3,135.5,39.0,1252,97.2,0.06,0.03,Matches
910,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,23,1995,19.6,58.5,0.56,5.51,23.7,34.7,8.27,57.6,2.70,5.41,50.0,3.06,5,48.5,332.1,216.3,56.8,913,82.0,2.24,2.55,Matches
911,Joris Gnagnon\Joris-Gnagnon,fr FRA,DFMF,Sevilla,es La Liga,21,1997,5.0,62.6,3.40,22.4,37.0,7.60,1.20,59.8,0.80,0.80,100.0,0.80,0,44.4,251.6,130.2,43.6,208,95.4,0.80,0.80,Matches
912,Eddy Gnahoré\Eddy-Gnahore,fr FRA,MF,Amiens,fr Ligue 1,24,1993,24.9,56.6,1.61,10.9,36.4,13.3,2.77,55.0,0.92,1.33,69.7,0.96,1,43.0,247.9,116.3,45.9,984,86.0,0.88,1.85,Matches
913,Massimo Gobbi\Massimo-Gobbi,it ITA,DF,Parma,it Serie A,37,1980,13.1,55.3,5.04,19.8,28.0,11.5,0.38,45.1,0.08,0.23,33.3,0.08,0,31.5,170.2,96.1,31.0,378,93.1,0.46,0.23,Matches
914,Kevin Goden\Kevin-Goden,de GER,DFFW,Nürnberg,de Bundesliga,19,1999,3.0,45.3,3.67,16.3,19.3,11.0,0.67,36.7,0.67,1.00,66.7,0.67,0,19.7,83.0,51.0,27.3,60,73.2,1.00,0.00,Matches
915,Diego Godín\Diego-Godin,uy URU,DF,Atlético Madrid,es La Liga,32,1986,27.9,48.9,7.49,26.6,22.8,2.15,1.00,47.3,0.47,0.57,81.3,0.50,0,27.0,147.8,84.1,27.5,731,95.3,0.25,0.04,Matches
916,Mauro Goicoechea\Mauro-Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,1988,7.9,35.4,32.4,35.2,0.25,0.00,0.00,23.2,0.00,0.00,,0.00,0,15.7,79.1,48.9,10.9,85,98.8,0.00,0.00,Matches
917,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Frosinone,it Serie A,24,1993,29.0,49.6,5.03,25.4,22.3,4.72,0.48,43.4,0.31,0.52,60.0,0.34,1,26.5,142.7,84.2,26.8,741,95.2,0.17,0.24,Matches
918,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,23,1995,20.0,31.6,27.9,31.4,0.35,0.00,0.00,22.8,0.00,0.00,,0.00,0,16.9,86.8,40.2,12.9,259,100.0,0.00,0.00,Matches
919,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,22,1996,25.4,56.1,0.55,6.14,30.2,25.7,2.95,54.7,1.73,2.95,58.7,1.89,0,45.0,333.2,166.1,50.9,1046,81.0,1.34,1.46,Matches
920,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,25,1993,22.0,66.4,2.23,14.4,43.4,14.3,1.55,64.8,1.55,2.27,68.0,1.68,1,52.0,315.3,146.5,49.5,1008,92.5,0.95,1.86,Matches
921,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,eng Premier League,17,2000,0.3,90.0,0.00,6.67,46.7,40.0,3.33,90.0,0.00,0.00,,0.00,0,76.7,410.0,250.0,90.0,22,81.5,0.00,3.33,Matches
922,Ibai Gómez\Ibai-Gomez,es ESP,FW,Athletic Club,es La Liga,28,1989,6.4,57.0,1.09,7.66,23.0,30.2,3.28,50.9,1.72,3.28,52.4,1.88,0,41.3,188.4,77.7,49.8,256,80.3,1.88,2.66,Matches
923,Ibai Gómez\Ibai-Gomez,es ESP,MFFW,Alavés,es La Liga,28,1989,16.1,45.3,1.93,7.39,21.2,19.4,1.99,40.4,1.55,2.92,53.2,1.61,2,32.6,155.5,69.8,37.3,470,78.2,1.61,1.30,Matches
924,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,21,1997,11.8,78.5,5.25,32.9,45.9,5.00,0.68,74.1,0.34,0.42,80.0,0.42,0,56.4,251.8,124.2,54.3,631,98.4,0.34,0.76,Matches
925,Mario Gómez\Mario-Gomez,de GER,FW,Stuttgart,de Bundesliga,33,1985,24.6,28.7,1.34,2.85,14.1,12.9,4.76,25.8,0.65,1.10,59.3,0.65,3,14.5,69.6,36.1,37.3,469,51.1,1.99,0.98,Matches
926,Maxi Gómez\Maxi-Gomez,uy URU,FW,Celta Vigo,es La Liga,21,1996,32.9,32.3,1.28,2.52,17.8,13.6,4.19,29.8,0.52,1.12,45.9,0.61,1,19.5,102.1,49.9,46.2,774,50.9,2.61,1.22,Matches
927,Moi Gómez\Moi-Gomez,es ESP,MF,Huesca,es La Liga,24,1994,33.9,53.8,1.56,10.7,32.7,14.6,1.06,50.1,1.27,1.80,70.5,1.30,2,39.3,243.9,107.8,39.1,1163,87.7,1.03,1.03,Matches
928,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Atalanta,it Serie A,30,1988,32.2,74.3,0.47,5.50,34.0,43.4,4.13,65.6,2.33,3.88,60.0,2.42,6,59.2,485.4,298.6,66.1,1822,85.6,1.68,2.52,Matches
929,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,26,1992,30.7,56.6,6.55,28.1,29.5,2.64,0.88,55.4,0.10,0.10,100.0,0.10,0,35.3,179.0,94.6,37.4,1119,97.5,0.03,0.07,Matches
930,Alfred Gomis\Alfred-Gomis,sn SEN,GK,SPAL,it Serie A,24,1993,19.2,37.7,34.0,37.6,0.10,0.05,0.00,26.6,0.00,0.00,,0.00,0,19.1,68.9,36.4,14.8,284,100.0,0.05,0.00,Matches
931,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Sevilla,es La Liga,29,1989,6.0,67.0,4.33,18.0,43.3,9.33,0.50,65.8,1.17,1.50,77.8,1.33,0,46.3,258.7,110.8,44.0,258,97.7,0.33,1.17,Matches
932,Anthony Gonçalves\Anthony-Goncalves,fr FRA,MFFW,Strasbourg,fr Ligue 1,32,1986,11.8,53.6,1.36,9.75,26.8,21.0,1.95,49.8,0.68,0.76,88.9,0.68,0,35.3,255.2,154.7,43.7,414,80.2,1.86,1.02,Matches
933,Jérôme Gondorf\Jerome-Gondorf,de GER,MFFW,Freiburg,de Bundesliga,30,1988,14.4,49.5,2.71,11.2,23.4,17.8,2.50,46.2,0.49,0.90,53.8,0.49,0,30.3,169.4,84.2,34.2,384,77.9,1.46,1.88,Matches
934,Álvaro González\Alvaro-Gonzalez,es ESP,DF,Villarreal,es La Liga,28,1990,32.9,57.1,7.05,28.3,29.7,2.43,0.67,55.8,0.03,0.06,50.0,0.03,0,33.6,172.5,106.2,36.5,1173,97.6,0.09,0.12,Matches
935,Bruno González\Bruno-Gonzalez,es ESP,DF,Getafe,es La Liga,28,1990,18.9,36.9,4.44,18.4,18.4,1.75,0.42,34.9,0.05,0.05,100.0,0.05,0,14.6,86.1,25.4,13.0,236,95.9,0.11,0.11,Matches
936,Cristo González\Cristo-Gonzalez,es ESP,FW,Real Madrid,es La Liga,20,1997,0.5,36.0,2.00,8.00,20.0,10.0,0.00,32.0,0.00,2.00,0.0,0.00,0,26.0,112.0,54.0,38.0,13,68.4,0.00,4.00,Matches
937,Giancarlo González\Giancarlo-Gonzalez,cr CRC,DF,Bologna,it Serie A,30,1988,8.3,52.7,6.75,29.0,25.2,1.93,0.84,50.1,0.00,0.00,,0.00,0,27.6,183.0,97.7,27.0,217,96.9,0.12,0.24,Matches
938,Nicolás González\Nicolas-Gonzalez,ar ARG,FWMF,Stuttgart,de Bundesliga,20,1998,24.0,40.7,1.21,5.04,19.9,19.5,4.71,39.8,2.13,3.21,66.2,2.29,3,27.4,199.6,126.4,42.7,703,68.7,2.88,1.92,Matches
939,Jon Gorenc Stanković\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,eng Premier League,22,1996,7.9,50.0,5.82,21.9,26.6,4.81,1.01,48.5,0.38,0.51,75.0,0.38,0,29.5,126.7,62.5,28.4,210,93.8,0.13,0.51,Matches
940,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,de Bundesliga,23,1995,22.5,62.0,1.29,10.8,39.1,16.4,3.20,60.4,0.80,1.20,66.7,0.98,0,45.7,235.4,129.7,51.2,1034,89.8,1.20,0.53,Matches
941,Mathieu Gorgelin\Mathieu-Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,27,1990,4.0,28.8,25.0,28.8,0.00,0.00,0.00,21.8,0.00,0.00,,0.00,0,13.0,45.5,22.3,11.0,44,100.0,0.00,0.00,Matches
942,Mirko Gori\Mirko-Gori,it ITA,MF,Frosinone,it Serie A,25,1993,3.7,49.7,1.35,12.2,23.8,15.9,1.89,48.4,0.54,0.54,100.0,0.54,1,29.5,161.9,85.9,35.7,111,84.1,0.27,1.08,Matches
943,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,es La Liga,21,1996,5.1,69.4,4.71,21.8,35.5,17.1,0.78,58.0,0.20,0.98,20.0,0.20,0,40.0,203.1,111.8,43.1,192,87.3,1.76,0.98,Matches
944,Robin Gosens\Robin-Gosens,de GER,DFMF,Atalanta,it Serie A,24,1994,21.6,71.2,2.27,16.9,33.6,26.3,3.29,63.2,1.34,2.22,60.4,1.53,0,47.5,296.8,184.5,47.0,939,92.5,1.20,0.74,Matches
945,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,eng Premier League,28,1990,19.3,60.6,2.85,16.6,36.0,10.6,1.19,59.1,0.41,0.78,53.3,0.41,1,40.6,160.2,72.3,42.5,751,91.6,0.78,1.14,Matches
946,Felix Götze\Felix-Gotze,de GER,MF,Augsburg,de Bundesliga,20,1998,1.4,39.3,5.71,17.9,14.3,9.29,2.14,39.3,0.00,0.00,,0.00,0,22.1,96.4,22.9,21.4,25,83.3,0.71,1.43,Matches
947,Mario Götze\Mario-Gotze,de GER,FWMF,Dortmund,de Bundesliga,26,1992,18.6,59.5,0.48,4.03,27.4,31.7,5.27,57.8,1.51,2.85,52.8,1.94,3,48.2,212.0,107.7,61.5,891,78.0,2.10,2.74,Matches
948,Prince-Désir Gouano\Prince-Desir-Gouano,fr FRA,DF,Amiens,fr Ligue 1,24,1993,29.1,46.4,6.08,27.6,20.7,0.96,0.45,45.7,0.07,0.10,66.7,0.07,0,28.2,134.5,66.3,27.4,781,98.1,0.27,0.21,Matches
949,Yoann Gourcuff\Yoann-Gourcuff,fr FRA,MFFW,Dijon,fr Ligue 1,32,1986,1.5,69.3,1.33,6.67,32.0,33.3,5.33,65.3,0.67,1.33,50.0,0.67,0,55.3,307.3,160.7,60.0,78,86.7,1.33,2.00,Matches
950,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,27,1991,23.2,62.7,7.07,35.6,29.5,2.72,0.43,60.3,0.60,1.12,53.8,0.78,1,39.8,263.1,147.5,35.7,811,97.9,0.26,0.47,Matches
951,Paolo Gozzi Iweru\Paolo-Gozzi-Iweru,it ITA,DF,Juventus,it Serie A,17,2001,1.0,59.0,3.00,26.0,36.0,4.00,0.00,57.0,1.00,1.00,100.0,1.00,0,48.0,417.0,259.0,48.0,47,97.9,0.00,0.00,Matches
952,Max Gradel\Max-Gradel,ci CIV,FWMF,Toulouse,fr Ligue 1,30,1987,36.0,54.6,1.19,7.58,23.1,28.3,5.72,50.9,2.92,4.75,61.4,3.28,5,42.6,303.9,192.7,53.6,1365,70.8,3.19,3.53,Matches
953,Jonathan Gradit\Jonathan-Gradit,fr FRA,DF,Caen,fr Ligue 1,25,1992,22.3,53.9,4.66,22.9,29.3,5.92,0.31,50.2,1.21,1.61,75.0,1.39,1,33.7,207.4,135.9,32.0,673,94.4,0.54,0.67,Matches
954,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,5.2,51.0,0.96,7.31,16.9,30.0,3.65,48.8,2.50,4.42,56.5,2.88,2,40.0,269.8,126.2,46.3,177,73.4,3.08,1.92,Matches
955,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Strasbourg,fr Ligue 1,21,1996,2.6,43.8,0.38,5.77,20.4,21.5,1.92,41.5,2.69,4.62,58.3,3.08,1,36.9,317.7,190.8,44.2,80,69.6,3.08,1.54,Matches
956,Álex Granell\Alex-Granell,es ESP,MFDF,Girona,es La Liga,29,1988,26.6,67.3,2.14,14.0,40.5,17.1,0.64,59.0,0.60,1.24,48.5,0.71,0,44.0,218.5,120.6,46.6,1145,92.4,0.71,0.98,Matches
957,Esteban Granero\Esteban-Granero,es ESP,MF,Espanyol,es La Liga,31,1987,22.4,64.6,2.90,13.6,37.9,17.4,0.40,58.3,1.52,1.83,82.9,1.52,1,46.1,245.0,110.2,46.3,944,90.9,0.89,1.25,Matches
958,Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,eng Premier League,20,1997,9.7,33.9,0.31,2.16,17.2,17.2,3.51,32.1,1.34,2.47,54.2,1.34,0,24.3,210.7,113.4,52.2,233,46.0,2.47,2.78,Matches
959,Alberto Grassi\Alberto-Grassi,it ITA,MF,Parma,it Serie A,23,1995,5.1,34.9,1.76,9.41,19.6,8.24,1.76,34.9,1.18,1.96,60.0,1.18,0,22.4,124.7,55.3,23.5,98,81.7,0.98,0.39,Matches
960,Andre Gray\Andre-Gray,eng ENG,FW,Watford,eng Premier League,27,1991,15.2,27.3,0.33,1.32,10.3,16.8,5.92,27.0,0.79,1.45,54.5,0.86,0,20.1,103.4,43.6,45.3,325,47.2,3.36,1.51,Matches
961,Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,eng Premier League,22,1996,22.1,44.0,0.72,6.24,19.2,22.1,4.03,43.3,2.08,3.12,66.7,2.08,2,37.5,276.5,152.5,45.2,733,73.4,2.67,2.13,Matches
962,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,16,2001,1.3,64.6,1.54,6.15,23.8,40.0,12.3,62.3,2.31,4.62,50.0,2.31,1,52.3,387.7,280.8,64.6,65,77.4,3.08,2.31,Matches
963,Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,de Bundesliga,24,1994,27.6,46.4,2.17,6.92,24.9,16.8,4.09,44.9,0.58,1.05,55.2,0.62,1,28.3,134.8,73.7,44.2,909,74.6,2.17,1.34,Matches
964,Clément Grenier\Clement-Grenier,fr FRA,MF,Rennes,fr Ligue 1,27,1991,29.6,69.7,1.76,13.1,43.2,17.2,0.98,63.8,0.95,1.39,68.3,0.98,0,49.5,225.3,113.7,53.1,1433,91.1,0.91,0.98,Matches
965,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,Atlético Madrid,es La Liga,27,1991,35.5,52.6,0.54,4.31,20.6,30.7,4.87,48.0,0.99,1.66,59.3,1.04,3,38.8,196.3,97.4,55.0,1410,72.2,1.61,1.32,Matches
966,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,de Bundesliga,25,1993,15.9,57.0,1.38,8.93,28.5,24.2,3.71,51.9,2.26,3.33,67.9,2.58,4,45.8,315.0,170.1,49.4,646,82.3,1.64,1.32,Matches
967,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Hoffenheim,de Bundesliga,25,1993,3.7,63.8,1.08,6.22,25.4,37.0,4.05,56.8,1.08,1.62,66.7,1.08,1,46.2,290.8,181.4,51.4,164,86.3,2.43,1.35,Matches
968,Florian Grillitsch\Florian-Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,22,1995,26.6,70.6,3.46,22.1,41.7,11.8,0.75,68.4,0.71,1.05,67.9,0.71,2,44.5,293.2,160.4,46.1,1148,93.7,0.83,0.64,Matches
969,Jérémy Grimm\Jeremy-Grimm,fr FRA,MF,Strasbourg,fr Ligue 1,31,1987,1.9,56.3,3.68,18.4,34.7,6.84,0.53,55.8,0.00,0.00,,0.00,0,36.8,91.6,42.1,36.8,65,92.9,1.05,0.53,Matches
970,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,eng Premier League,27,1991,20.7,54.3,1.45,7.73,27.2,22.9,1.93,48.4,0.48,0.58,83.3,0.48,0,35.6,181.1,82.0,45.8,739,78.0,1.45,1.01,Matches
971,Sergej Grubac\Sergej-Grubac,me MNE,FWMF,Chievo,it Serie A,18,2000,1.7,27.1,1.18,2.35,14.1,11.2,4.12,25.9,0.00,0.59,0.0,0.00,0,14.7,87.1,24.7,41.8,34,47.9,2.35,2.35,Matches
972,Marko Grujić\Marko-Grujic,rs SRB,MF,Hertha BSC,de Bundesliga,22,1996,19.8,61.9,3.03,12.5,39.9,13.4,2.63,61.4,1.01,1.52,66.7,1.01,0,40.8,251.0,132.0,46.4,828,90.2,1.01,1.36,Matches
973,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,eng Premier League,31,1987,19.5,32.7,29.1,32.6,0.10,0.00,0.00,20.5,0.00,0.00,,0.00,0,12.8,61.6,42.1,9.18,178,99.4,0.00,0.00,Matches
974,Andrés Guardado\Andres-Guardado,mx MEX,MFDF,Betis,es La Liga,31,1986,25.9,72.6,1.89,14.1,43.8,21.6,1.27,68.9,0.93,1.20,77.4,0.97,1,56.5,314.1,169.1,59.3,1418,92.4,1.00,1.27,Matches
975,Sergi Guardiola\Sergi-Guardiola,es ESP,MFFW,Getafe,es La Liga,27,1991,0.3,80.0,0.00,0.00,20.0,63.3,13.3,80.0,3.33,3.33,100.0,3.33,0,66.7,510.0,253.3,76.7,19,82.6,10.0,6.67,Matches
976,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,es La Liga,27,1991,16.8,33.3,0.83,1.79,17.1,16.5,4.52,31.3,1.13,1.79,63.3,1.13,4,23.0,137.4,78.0,46.0,402,52.1,3.45,2.14,Matches
977,Metehan Güçlü\Metehan-Guclu,tr TUR,FW,Paris S-G,fr Ligue 1,19,1999,0.2,30.0,0.00,5.00,10.0,25.0,15.0,30.0,0.00,0.00,,0.00,0,15.0,60.0,10.0,50.0,6,60.0,0.00,0.00,Matches
978,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,es La Liga,21,1996,16.3,53.6,0.25,7.24,24.6,27.2,4.05,52.6,2.82,4.42,63.9,3.07,0,43.7,359.8,238.5,50.5,673,81.8,1.90,1.72,Matches
979,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,eng Premier League,19,1999,23.9,77.6,2.05,16.4,51.1,16.8,0.92,76.3,1.30,1.76,73.8,1.38,2,62.0,408.5,212.1,61.5,1395,95.0,0.59,1.30,Matches
980,Javi Guerra\Javi-Guerra,es ESP,FWMF,Rayo Vallecano,es La Liga,36,1982,2.6,39.2,1.15,3.46,19.6,16.9,5.77,38.5,1.54,1.92,80.0,1.54,0,25.4,132.3,24.6,49.6,75,58.1,1.92,0.77,Matches
981,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,FWDF,Dortmund,de Bundesliga,24,1993,17.0,80.6,1.12,10.2,42.7,33.3,4.06,74.5,2.06,2.94,70.0,2.18,3,63.6,338.1,188.9,69.8,1033,87.1,1.94,1.88,Matches
982,Francis Guerrero\Francis-Guerrero,es ESP,DFMF,Betis,es La Liga,22,1996,19.8,61.6,2.02,17.9,24.9,23.1,1.92,54.3,1.16,2.02,57.5,1.26,2,43.7,259.2,139.3,44.8,800,90.2,1.16,1.26,Matches
983,Guido Guerrieri\Guido-Guerrieri,it ITA,GK,Lazio,it Serie A,22,1996,1.0,39.0,31.0,37.0,3.00,0.00,0.00,29.0,0.00,0.00,,0.00,0,23.0,134.0,94.0,15.0,15,100.0,0.00,0.00,Matches
984,Ander Guevara\Ander-Guevara,es ESP,MF,Real Sociedad,es La Liga,21,1997,1.0,55.0,1.00,11.0,38.0,11.0,0.00,54.0,2.00,2.00,100.0,2.00,0,42.0,202.0,87.0,37.0,34,91.9,0.00,1.00,Matches
985,Makhtar Gueye\Makhtar-Gueye,sn SEN,FWMF,Saint-Étienne,fr Ligue 1,20,1997,0.6,50.0,0.00,5.00,18.3,30.0,11.7,48.3,1.67,5.00,33.3,1.67,0,33.3,213.3,111.7,50.0,21,70.0,8.33,3.33,Matches
986,John Guidetti\John-Guidetti,se SWE,FW,Alavés,es La Liga,26,1992,7.0,32.4,1.00,3.14,13.6,16.1,3.57,31.4,0.43,1.14,37.5,0.43,0,18.4,71.4,30.3,48.6,173,50.9,3.57,0.43,Matches
987,Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MF,Wolfsburg,de Bundesliga,27,1990,17.4,56.2,4.14,19.4,33.0,5.69,0.75,55.6,0.57,0.75,76.9,0.57,0,34.0,135.3,62.5,33.1,544,94.4,0.40,0.40,Matches
988,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Caen,fr Ligue 1,23,1994,32.4,57.9,3.70,19.4,28.6,12.7,0.65,49.8,1.14,1.98,57.8,1.27,3,30.5,170.2,95.2,30.4,870,88.2,0.96,1.20,Matches
989,Baptiste Guillaume\Baptiste-Guillaume,be BEL,FW,Nîmes,fr Ligue 1,23,1995,13.1,30.5,0.31,2.67,15.0,14.6,3.13,29.0,0.76,1.07,71.4,0.76,0,17.4,90.1,40.8,40.6,291,54.7,2.21,1.76,Matches
990,Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,Amiens,fr Ligue 1,22,1996,12.3,43.4,0.81,2.28,23.8,20.0,3.41,43.0,0.98,2.11,46.2,1.14,0,28.9,154.1,70.7,61.1,433,57.7,4.55,2.60,Matches
991,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,de Bundesliga,28,1990,32.5,33.5,27.1,33.4,0.15,0.00,0.00,23.7,0.00,0.00,,0.00,0,17.0,80.0,45.8,12.6,407,99.5,0.00,0.00,Matches
992,Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,de Bundesliga,27,1991,19.0,55.3,6.68,34.7,23.2,1.63,0.42,54.0,0.16,0.16,100.0,0.16,0,35.6,217.4,130.2,35.7,669,98.7,0.21,0.16,Matches
993,Gerard Gumbau\Gerard-Gumbau,es ESP,MF,Leganés,es La Liga,23,1994,13.3,41.0,1.35,7.74,23.8,11.1,0.75,37.7,0.45,0.45,100.0,0.45,0,23.1,86.0,42.3,26.7,306,86.2,0.53,0.38,Matches
994,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,eng Premier League,27,1990,23.7,96.0,1.77,11.1,57.7,34.8,2.32,91.0,0.72,1.01,70.8,0.76,1,76.0,370.6,209.1,79.4,1806,96.0,0.80,0.51,Matches
995,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,eng Premier League,22,1996,12.0,28.1,22.6,27.7,0.42,0.00,0.00,16.4,0.00,0.08,0.0,0.00,0,10.3,65.3,36.7,7.92,94,98.9,0.00,0.00,Matches
996,Aron Gunnarsson\Aron-Gunnarsson,is ISL,MF,Cardiff City,eng Premier League,29,1989,25.2,46.6,3.10,10.9,25.0,12.0,0.67,40.0,0.36,0.40,90.0,0.36,0,20.2,81.9,37.5,19.1,424,88.0,0.48,0.48,Matches
997,Christian Günter\Christian-Gunter,de GER,DF,Freiburg,de Bundesliga,25,1993,32.0,56.1,2.59,14.8,24.0,21.9,1.47,43.6,1.22,2.38,51.3,1.47,7,34.8,242.7,164.9,36.1,1018,88.2,1.16,1.13,Matches
998,Koray Günter\Koray-Gunter,de GER,DF,Genoa,it Serie A,23,1994,9.3,46.3,5.38,24.5,22.6,2.26,0.65,44.5,0.00,0.00,,0.00,0,26.1,130.0,64.1,26.7,239,96.4,0.00,0.00,Matches
