Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1233,Kenan Karaman\Kenan-Karaman,tr TUR,FWMF,Düsseldorf,de Bundesliga,24,1994,10.2,36,3.53,25,1,5,2,3,5,0.49,1,0,3,0,1,0,Matches
1234,Yann Karamoh\Yann-Karamoh,fr FRA,MF,Inter,it Serie A,20,1998,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1235,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Bordeaux,fr Ligue 1,20,1998,13.6,65,4.78,40,5,10,5,5,4,0.29,2,0,1,1,0,0,Matches
1236,Ibrahim Karamoko\Ibrahim-Karamoko,gn GUI,MF,Chievo,it Serie A,17,2001,0.7,2,2.77,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1237,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1238,Rick Karsdorp\Rick-Karsdorp,nl NED,DF,Roma,it Serie A,23,1995,6.6,10,1.52,8,2,0,0,0,2,0.30,2,0,0,0,0,0,Matches
1239,Grigoris Kastanos\Grigoris-Kastanos,cy CYP,MF,Juventus,it Serie A,20,1998,0.7,1,1.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1240,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1241,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,eng Premier League,30,1988,10.4,7,0.67,7,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches
1242,Moise Kean\Moise-Kean,it ITA,FW,Juventus,it Serie A,18,2000,6.0,6,1.00,4,0,0,1,1,1,0.17,0,0,0,0,1,0,Matches
1243,Michael Keane\Michael-Keane,eng ENG,DF,Everton,eng Premier League,25,1993,33.0,18,0.55,16,0,0,2,0,1,0.03,1,0,0,0,0,0,Matches
1244,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,eng Premier League,26,1992,1.2,2,1.67,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1245,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,14,0.66,11,0,1,0,1,4,0.19,3,0,0,0,0,1,Matches
1246,Jules Keita\Jules-Keita,gn GUI,FWMF,Dijon,fr Ligue 1,20,1998,5.1,20,3.95,11,1,6,1,1,2,0.39,1,0,1,0,0,0,Matches
1247,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,eng Premier League,23,1995,15.4,38,2.46,31,1,1,4,1,5,0.32,5,0,0,0,0,0,Matches
1248,Keko\Keko,es ESP,MFFW,Valladolid,es La Liga,26,1991,17.0,43,2.52,30,2,7,2,2,4,0.23,3,1,0,0,0,0,Matches
1249,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,4,0.32,2,2,0,0,0,1,0.08,0,1,0,0,0,0,Matches
1250,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,13,0.58,13,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1251,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,eng Premier League,22,1996,15.0,38,2.54,22,2,7,1,6,2,0.13,2,0,0,0,0,0,Matches
1252,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,15,1.71,15,0,0,0,0,2,0.23,2,0,0,0,0,0,Matches
1253,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,6,0.26,5,0,0,1,0,1,0.04,0,0,0,1,0,0,Matches
1254,Sebastian Kerk\Sebastian-Kerk,de GER,MFFW,Nürnberg,de Bundesliga,24,1994,13.1,30,2.29,14,13,0,2,1,1,0.08,0,1,0,0,0,0,Matches
1255,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,21,1996,33.5,100,2.98,88,2,6,2,1,7,0.21,5,0,1,0,0,1,Matches
1256,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Caen,fr Ligue 1,23,1995,15.0,25,1.66,20,3,2,0,0,3,0.20,2,0,1,0,0,0,Matches
1257,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,27,1991,31.3,130,4.15,55,42,13,9,10,14,0.45,2,6,0,2,3,1,Matches
1258,Rani Khedira\Rani-Khedira,de GER,DFMF,Augsburg,de Bundesliga,24,1994,29.2,32,1.10,29,0,0,2,1,4,0.14,4,0,0,0,0,0,Matches
1259,Sami Khedira\Sami-Khedira,de GER,MF,Juventus,it Serie A,31,1987,7.8,11,1.40,11,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
1260,Isaac Kiese Thelin\Isaac-Kiese-Thelin,se SWE,FW,Leverkusen,de Bundesliga,26,1992,2.0,1,0.50,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1261,Kike\Kike,es ESP,FW,Eibar,es La Liga,28,1989,14.4,32,2.22,23,0,1,4,4,0,0.00,0,0,0,0,0,0,Matches
1262,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1263,Joshua Kimmich\Joshua-Kimmich,de GER,DFMF,Bayern Munich,de Bundesliga,23,1995,34.0,146,4.29,86,42,7,1,10,20,0.59,15,4,0,0,1,0,Matches
1264,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,13,0.58,10,2,0,0,1,2,0.09,2,0,0,0,0,0,Matches
1265,Joshua King\Joshua-King,no NOR,FW,Bournemouth,eng Premier League,26,1992,32.9,77,2.34,57,0,9,3,8,12,0.36,9,0,0,0,3,0,Matches
1266,Sofian Kiyine\Sofian-Kiyine,be BEL,MFDF,Chievo,it Serie A,20,1997,9.1,27,2.98,16,1,8,1,1,2,0.22,0,1,0,1,0,0,Matches
1267,Simon Kjær\Simon-Kjaer,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,9,0.40,8,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1268,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,72,2.30,63,0,4,2,3,9,0.29,6,0,2,0,1,0,Matches
1269,Felix Klaus\Felix-Klaus,de GER,FWMF,Wolfsburg,de Bundesliga,25,1992,4.9,14,2.84,10,0,2,0,2,2,0.41,1,0,1,0,0,0,Matches
1270,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,7,0.51,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1271,Tim Kleindienst\Tim-Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,6,2.70,4,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1272,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,34,1.53,31,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
1273,Justin Kluivert\Justin-Kluivert,nl NED,FW,Roma,it Serie A,19,1999,14.9,59,3.96,44,4,6,2,3,9,0.60,7,0,1,0,1,0,Matches
1274,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,8,1.22,4,1,1,0,2,1,0.15,0,0,0,0,1,0,Matches
1275,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,13,0.42,13,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
1276,Anthony Knockaert\Anthony-Knockaert,fr FRA,FWMF,Brighton,eng Premier League,26,1991,20.4,64,3.14,28,26,1,5,4,8,0.39,4,3,0,1,0,0,Matches
1277,Törles Knöll\Torles-Knoll,de GER,FW,Nürnberg,de Bundesliga,20,1997,4.1,7,1.70,5,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1278,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1279,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,1,0.06,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1280,Robin Koch\Robin-Koch,de GER,MFDF,Freiburg,de Bundesliga,22,1996,21.1,14,0.66,12,0,0,0,1,2,0.09,1,0,0,0,0,1,Matches
1281,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,24,1993,1.8,3,1.68,3,0,0,0,0,1,0.56,1,0,0,0,0,0,Matches
1282,Dominik Kohr\Dominik-Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,20,1.85,15,0,1,4,0,2,0.18,1,0,0,1,0,0,Matches
1283,Djégui Koita\Djegui-Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,2,1.04,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1284,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,97,3.38,64,24,2,5,2,7,0.24,4,1,0,1,1,0,Matches
1285,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,107,3.31,63,35,3,2,4,6,0.19,5,0,1,0,0,0,Matches
1286,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,25,1993,21.0,46,2.19,42,0,3,0,1,9,0.43,8,0,0,0,1,0,Matches
1287,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FWMF,Nantes,fr Ligue 1,19,1998,1.4,1,0.74,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1288,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,33,0.93,29,1,0,3,0,4,0.11,4,0,0,0,0,0,Matches
1289,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,10,0.74,10,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
1290,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,38,1.90,27,6,3,0,2,3,0.15,2,0,1,0,0,0,Matches
1291,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,21,0.78,16,1,1,2,1,4,0.15,2,0,1,1,0,0,Matches
1292,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,38,1.82,23,0,5,2,8,7,0.34,3,0,2,0,2,0,Matches
1293,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,21,1.52,18,0,2,1,0,2,0.14,2,0,0,0,0,0,Matches
1294,Kouadio Koné\Kouadio-Kone,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,2,2.65,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1295,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,11,0.46,9,0,1,1,0,3,0.13,2,0,0,1,0,0,Matches
1296,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,33,1.74,30,1,1,0,1,4,0.21,4,0,0,0,0,0,Matches
1297,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,18,0.60,13,1,1,2,1,2,0.07,2,0,0,0,0,0,Matches
1298,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,7.3,23,3.16,14,3,2,3,1,3,0.41,3,0,0,0,0,0,Matches
1299,Pascal Köpke\Pascal-Kopke,de GER,FWMF,Hertha BSC,de Bundesliga,22,1995,0.8,5,6.08,2,0,1,0,2,1,1.22,0,0,0,0,1,0,Matches
1300,Julian Korb\Julian-Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,14,1.25,13,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1301,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,6,0.41,6,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1302,Filip Kostić\Filip-Kostic,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,32.8,86,2.62,62,11,4,6,3,13,0.40,10,1,0,2,0,0,Matches
1303,Christian Kouakou\Christian-Kouakou,ci CIV,FW,Caen,fr Ligue 1,27,1991,0.1,,,,,,,,,,,,,,,,Matches
1304,Christian Kouamé\Christian-Kouame,ci CIV,FWMF,Genoa,it Serie A,20,1997,34.1,101,2.96,77,0,8,6,9,9,0.26,8,0,0,0,0,1,Matches
1305,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,2,0.06,0,2,0,0,0,1,0.03,0,1,0,0,0,0,Matches
1306,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,35,1.01,29,2,1,2,1,4,0.11,3,0,1,0,0,0,Matches
1307,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,19,0.51,19,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1308,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,33,1.56,23,0,3,5,2,5,0.24,4,0,0,0,1,0,Matches
1309,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,54,2.80,44,0,3,3,4,3,0.16,3,0,0,0,0,0,Matches
1310,Dawid Kownacki\Dawid-Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,11,5.89,9,0,1,0,1,2,1.07,1,0,0,0,1,0,Matches
1311,Dawid Kownacki\Dawid-Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,6.4,13,2.03,11,0,1,0,1,2,0.31,2,0,0,0,0,0,Matches
1312,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1313,Emil Krafth\Emil-Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,37,1.12,31,4,1,1,0,2,0.06,2,0,0,0,0,0,Matches
1314,Luka Krajnc\Luka-Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,3,0.34,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1315,Andrej Kramarić\Andrej-Kramaric,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,26.6,117,4.39,74,14,14,10,5,10,0.38,9,0,0,1,0,0,Matches
1316,Christoph Kramer\Christoph-Kramer,de GER,MF,M'gladbach,de Bundesliga,27,1991,12.6,15,1.19,14,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
1317,Vasyl Kravets\Vasyl-Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,11,2.06,9,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1318,Ladislav Krejčí\Ladislav-Krejci,cz CZE,MFDF,Bologna,it Serie A,26,1992,11.8,32,2.70,22,6,0,3,1,4,0.34,4,0,0,0,0,0,Matches
1319,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,14,1.19,8,2,0,3,1,1,0.09,1,0,0,0,0,0,Matches
1320,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,99,4.01,53,41,4,0,1,9,0.36,5,4,0,0,0,0,Matches
1321,Rade Krunić\Rade-Krunic,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,98,3.18,80,1,8,4,5,10,0.32,8,0,1,1,0,0,Matches
1322,Max Kruse\Max-Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,130,4.13,96,18,7,5,4,17,0.54,13,1,1,1,1,0,Matches
1323,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,14,1.06,13,0,1,0,0,4,0.30,4,0,0,0,0,0,Matches
1324,Yuya Kubo\Yuya-Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,34,2.25,24,1,4,3,2,3,0.20,2,0,0,0,1,0,Matches
1325,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,29,1.70,21,2,2,3,1,3,0.18,2,0,0,1,0,0,Matches
1326,Dejan Kulusekvski\Dejan-Kulusekvski,se SWE,DFMF,Atalanta,it Serie A,18,2000,1.2,1,0.86,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1327,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,49,2.31,34,8,4,2,1,4,0.19,4,0,0,0,0,0,Matches
1328,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,29,1989,28.4,73,2.57,41,19,4,1,8,9,0.32,3,3,1,1,1,0,Matches
1329,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,20,1.78,18,0,0,1,1,3,0.27,3,0,0,0,0,0,Matches
1330,Rafał Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,6,2.26,3,2,0,1,0,2,0.75,2,0,0,0,0,0,Matches
1331,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,10,2.12,6,0,1,0,3,0,0.00,0,0,0,0,0,0,Matches
1332,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,38,1.68,32,6,0,0,0,1,0.04,1,0,0,0,0,0,Matches
1333,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1334,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,20,1.65,8,0,4,6,2,3,0.25,1,0,0,1,1,0,Matches
1335,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,eng Premier League,27,1991,4.5,9,2.00,7,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1336,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,74,2.30,55,0,8,2,9,6,0.19,5,0,0,1,0,0,Matches
1337,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1338,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,81,2.91,53,0,16,6,5,17,0.61,11,0,3,1,1,1,Matches
1339,Alban Lafont\Alban-Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,5,0.15,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1340,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,12,0.33,9,1,0,1,1,3,0.08,3,0,0,0,0,0,Matches
1341,Abdou Lahat Diakhate\Abdou-Lahat-Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1342,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,20.8,40,1.92,36,1,2,1,0,2,0.10,2,0,0,0,0,0,Matches
1343,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,3.9,12,3.06,8,1,1,0,2,1,0.25,1,0,0,0,0,0,Matches
1344,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34.0,95,2.79,67,24,2,1,1,15,0.44,11,3,0,1,0,0,Matches
1345,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,20,3.85,15,3,1,0,1,2,0.38,1,0,0,0,1,0,Matches
1346,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,51,4.71,29,8,7,4,3,6,0.55,3,1,0,0,2,0,Matches
1347,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,2,1.11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1348,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,7,0.40,7,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1349,Michael Lang\Michael-Lang,ch SUI,DF,M'gladbach,de Bundesliga,27,1991,13.9,8,0.57,7,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1350,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,7,0.45,6,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1351,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,17,2.23,10,1,2,2,2,3,0.39,1,0,0,1,1,0,Matches
1352,Gianluca Lapadula\Gianluca-Lapadula,it ITA,FWMF,Genoa,it Serie A,28,1990,4.5,11,2.45,5,0,1,4,1,0,0.00,0,0,0,0,0,0,Matches
1353,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,34.0,37,1.09,35,0,0,2,0,6,0.18,6,0,0,0,0,0,Matches
1354,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,24,0.70,20,0,0,3,1,0,0.00,0,0,0,0,0,0,Matches
1355,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1356,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,52,1.91,33,1,5,4,9,6,0.22,1,0,0,2,3,0,Matches
1357,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,7,0.23,6,0,0,1,0,1,0.03,0,0,0,1,0,0,Matches
1358,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,45,2.26,38,4,0,0,2,5,0.25,3,0,0,0,1,1,Matches
1359,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,5,1.67,5,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
1360,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,51,2.46,39,2,3,2,5,4,0.19,3,0,0,0,1,0,Matches
1361,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,1,0.35,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1362,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1363,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,21,2.05,17,3,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1364,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,14,0.42,12,1,0,1,0,1,0.03,1,0,0,0,0,0,Matches
1365,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,17,2.35,14,0,2,1,0,1,0.14,1,0,0,0,0,0,Matches
1366,Miguel Layún\Miguel-Layun,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,16,2.85,4,10,1,1,0,1,0.18,0,1,0,0,0,0,Matches
1367,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,90,2.96,50,29,5,4,2,12,0.39,8,2,1,1,0,0,Matches
1368,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,88,3.12,55,13,12,7,1,8,0.28,4,1,3,0,0,0,Matches
1369,Manuel Lazzari\Manuel-Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,99,3.14,80,4,6,2,7,13,0.41,10,1,0,1,1,0,Matches
1370,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,3,1.32,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1371,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,23,0.92,22,0,0,0,1,3,0.12,3,0,0,0,0,0,Matches
1372,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,3,0.95,1,0,0,2,0,1,0.32,0,0,0,1,0,0,Matches
1373,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,50,1.60,45,0,0,4,1,3,0.10,0,0,0,3,0,0,Matches
1374,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,fr Ligue 1,22,1996,13.6,37,2.73,25,1,4,3,4,6,0.44,5,0,1,0,0,0,Matches
1375,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,23,1.61,16,0,3,1,3,6,0.42,5,0,1,0,0,0,Matches
1376,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,29,2.77,22,0,3,2,2,1,0.10,0,0,0,1,0,0,Matches
1377,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,7,0.19,5,2,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1378,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,70,2.63,47,10,3,5,5,4,0.15,3,1,0,0,0,0,Matches
1379,Jordan Lefort\Jordan-Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,20.0,13,0.65,12,1,0,0,0,1,0.05,1,0,0,0,0,0,Matches
1380,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,22,1.87,13,0,2,5,2,3,0.25,1,0,0,1,1,0,Matches
1381,Tim Leibold\Tim-Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,65,2.12,37,18,3,1,6,4,0.13,2,1,0,0,1,0,Matches
1382,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,43,1.95,35,6,1,1,0,3,0.14,3,0,0,0,0,0,Matches
